Iteration,FileSize,Delay
1,64G,,141.224200963974
2,64G,,149.3418891429901
3,64G,,152.7098352909088
4,64G,,158.49912214279175
5,64G,,157.37689876556396
6,64G,,153.94398713111877
7,64G,,148.43376445770264
8,64G,,155.49670362472534
9,64G,,156.18872022628784
10,64G,,140.79091954231262
