File Name,Chunk Size (MB),Number of Chunks,Run Time (Seconds)
,147M, Num_Chunks:6,17.6895
,147M, Num_Chunks:6,10.6033
,147M, Num_Chunks:6,17.7220
,148M, Num_Chunks:6,5.9900
,148M, Num_Chunks:6,7.8637
,148M, Num_Chunks:6,17.3618
,148M, Num_Chunks:6,6.1186
,148M, Num_Chunks:6,7.1814
,148M, Num_Chunks:6,6.7239
,148M, Num_Chunks:6,5.5018
,148M, Num_Chunks:6,6.0681
,148M, Num_Chunks:6,6.3046
,148M, Num_Chunks:6,8.3716
,149M, Num_Chunks:6,5.5270
,149M, Num_Chunks:6,5.4589
,149M, Num_Chunks:6,6.6293
,149M, Num_Chunks:6,5.5483
,149M, Num_Chunks:6,5.6248
,149M, Num_Chunks:6,6.4086
,149M, Num_Chunks:6,17.7363
,149M, Num_Chunks:6,6.6631
,149M, Num_Chunks:6,5.3236
,149M, Num_Chunks:6,5.5699
,150M, Num_Chunks:6,5.4022
,150M, Num_Chunks:6,5.6056
,150M, Num_Chunks:6,8.8002
,150M, Num_Chunks:6,5.9534
,150M, Num_Chunks:6,5.5002
,150M, Num_Chunks:6,8.1922
,150M, Num_Chunks:6,7.2596
,150M, Num_Chunks:6,6.7947
,150M, Num_Chunks:6,6.3333
,150M, Num_Chunks:6,10.8774
,151M, Num_Chunks:6,6.1396
,151M, Num_Chunks:6,5.5092
,151M, Num_Chunks:6,17.6115
,151M, Num_Chunks:6,5.4734
,151M, Num_Chunks:6,5.6510
,151M, Num_Chunks:6,20.0438
,151M, Num_Chunks:6,7.4263
,151M, Num_Chunks:6,5.5220
,151M, Num_Chunks:6,7.4999
,151M, Num_Chunks:6,5.6668
,152M, Num_Chunks:6,6.7672
,152M, Num_Chunks:6,5.5081
,152M, Num_Chunks:6,5.7789
,152M, Num_Chunks:6,5.5325
,152M, Num_Chunks:6,5.3912
,152M, Num_Chunks:6,9.0325
,152M, Num_Chunks:6,5.5130
,152M, Num_Chunks:6,8.7081
,152M, Num_Chunks:6,6.3909
,152M, Num_Chunks:6,5.5101
,153M, Num_Chunks:6,6.3311
,153M, Num_Chunks:6,5.7434
,153M, Num_Chunks:6,5.6178
,153M, Num_Chunks:6,5.3954
,153M, Num_Chunks:6,5.8502
,153M, Num_Chunks:6,5.5503
,153M, Num_Chunks:6,5.8678
,153M, Num_Chunks:6,5.9984
,153M, Num_Chunks:6,6.3682
,153M, Num_Chunks:6,6.1867
,154M, Num_Chunks:6,6.4278
,154M, Num_Chunks:6,5.5142
,154M, Num_Chunks:6,5.4047
,154M, Num_Chunks:6,6.1050
,154M, Num_Chunks:6,5.7760
,154M, Num_Chunks:6,5.4483
,154M, Num_Chunks:6,5.4845
,154M, Num_Chunks:6,5.8635
,154M, Num_Chunks:6,9.9683
,154M, Num_Chunks:6,10.2926
,155M, Num_Chunks:6,5.5850
,155M, Num_Chunks:6,14.8537
,155M, Num_Chunks:6,6.2052
,155M, Num_Chunks:6,5.3972
,155M, Num_Chunks:6,12.7792
,155M, Num_Chunks:6,13.6017
,155M, Num_Chunks:6,6.1499
,155M, Num_Chunks:6,5.5575
,155M, Num_Chunks:6,8.0431
,155M, Num_Chunks:6,5.4677
,156M, Num_Chunks:6,5.9728
,156M, Num_Chunks:6,5.3892
,156M, Num_Chunks:6,5.8015
,156M, Num_Chunks:6,7.2092
,156M, Num_Chunks:6,17.5879
,156M, Num_Chunks:6,5.8066
,156M, Num_Chunks:6,9.9153
,156M, Num_Chunks:6,5.4035
,156M, Num_Chunks:6,7.1117
,156M, Num_Chunks:6,5.4997
,157M, Num_Chunks:6,5.5484
,157M, Num_Chunks:6,5.6308
,157M, Num_Chunks:6,5.5014
,157M, Num_Chunks:6,6.3723
,157M, Num_Chunks:6,6.2751
,157M, Num_Chunks:6,5.5835
,157M, Num_Chunks:6,5.8953
,157M, Num_Chunks:6,5.5736
,157M, Num_Chunks:6,5.7587
,157M, Num_Chunks:6,12.6181
,158M, Num_Chunks:6,11.0348
,158M, Num_Chunks:6,5.6534
,158M, Num_Chunks:6,5.7010
,158M, Num_Chunks:6,5.5756
,158M, Num_Chunks:6,17.7026
,158M, Num_Chunks:6,5.5468
,158M, Num_Chunks:6,5.5733
,158M, Num_Chunks:6,9.5585
,158M, Num_Chunks:6,5.4896
,158M, Num_Chunks:6,5.7361
,159M, Num_Chunks:6,6.2907
,159M, Num_Chunks:6,5.6310
,159M, Num_Chunks:6,5.3513
,159M, Num_Chunks:6,5.4052
,159M, Num_Chunks:6,5.9714
,159M, Num_Chunks:6,6.2190
,159M, Num_Chunks:6,5.6577
,159M, Num_Chunks:6,6.5207
,159M, Num_Chunks:6,12.1550
,159M, Num_Chunks:6,5.4011
,160M, Num_Chunks:6,5.1468
,160M, Num_Chunks:6,6.2315
,160M, Num_Chunks:6,5.4869
,160M, Num_Chunks:6,6.6200
,160M, Num_Chunks:6,9.3635
,160M, Num_Chunks:6,5.4763
,160M, Num_Chunks:6,8.7640
,160M, Num_Chunks:6,5.6306
,160M, Num_Chunks:6,5.5543
,160M, Num_Chunks:6,5.6506
,161M, Num_Chunks:6,5.8183
,161M, Num_Chunks:6,6.8968
,161M, Num_Chunks:6,6.3757
,161M, Num_Chunks:6,5.5237
,161M, Num_Chunks:6,10.8609
,161M, Num_Chunks:6,5.5431
,161M, Num_Chunks:6,17.5871
,161M, Num_Chunks:6,8.3419
,161M, Num_Chunks:6,10.6086
,161M, Num_Chunks:6,8.0412
,162M, Num_Chunks:6,5.6788
,162M, Num_Chunks:6,5.4449
,162M, Num_Chunks:6,5.9553
,162M, Num_Chunks:6,5.5240
,162M, Num_Chunks:6,7.6731
,162M, Num_Chunks:6,17.6273
,162M, Num_Chunks:6,5.5871
,162M, Num_Chunks:6,7.9794
,162M, Num_Chunks:6,6.1050
,162M, Num_Chunks:6,5.4771
,163M, Num_Chunks:6,5.5453
,163M, Num_Chunks:6,6.1354
,163M, Num_Chunks:6,5.9396
,163M, Num_Chunks:6,5.6102
,163M, Num_Chunks:6,6.5019
,163M, Num_Chunks:6,5.6235
,163M, Num_Chunks:6,7.5611
,163M, Num_Chunks:6,5.4742
,163M, Num_Chunks:6,5.8445
,163M, Num_Chunks:6,6.2520
,164M, Num_Chunks:6,6.2975
,164M, Num_Chunks:6,6.5361
,164M, Num_Chunks:6,5.9062
,164M, Num_Chunks:6,6.3590
,164M, Num_Chunks:6,6.2013
,164M, Num_Chunks:6,5.6919
,164M, Num_Chunks:6,5.6484
,164M, Num_Chunks:6,5.5359
,164M, Num_Chunks:6,7.9195
,164M, Num_Chunks:6,5.5402
,165M, Num_Chunks:6,5.6053
,165M, Num_Chunks:6,5.5838
,165M, Num_Chunks:6,17.2449
,165M, Num_Chunks:6,5.5786
,165M, Num_Chunks:6,5.5354
,165M, Num_Chunks:6,5.3903
,165M, Num_Chunks:6,5.3710
,165M, Num_Chunks:6,5.7520
,165M, Num_Chunks:6,5.6383
,165M, Num_Chunks:6,5.5047
,166M, Num_Chunks:6,5.5888
,166M, Num_Chunks:6,6.3997
,166M, Num_Chunks:6,6.4988
,166M, Num_Chunks:6,5.5067
,166M, Num_Chunks:6,5.5618
,166M, Num_Chunks:6,7.9224
,166M, Num_Chunks:6,19.9899
,166M, Num_Chunks:6,5.6232
,166M, Num_Chunks:6,6.4992
,166M, Num_Chunks:6,5.4994
,167M, Num_Chunks:6,6.1705
,167M, Num_Chunks:6,7.9958
,167M, Num_Chunks:6,17.6685
,167M, Num_Chunks:6,5.4688
,167M, Num_Chunks:6,5.4586
,167M, Num_Chunks:6,5.5860
,167M, Num_Chunks:6,7.0288
,167M, Num_Chunks:6,5.4406
,167M, Num_Chunks:6,5.9072
,167M, Num_Chunks:6,6.0724
,168M, Num_Chunks:6,5.5587
,168M, Num_Chunks:6,5.4973
,168M, Num_Chunks:6,5.4357
,168M, Num_Chunks:6,5.5579
,168M, Num_Chunks:6,5.4913
,168M, Num_Chunks:6,5.7075
,168M, Num_Chunks:6,6.7431
,168M, Num_Chunks:6,8.4230
,168M, Num_Chunks:6,5.6228
,168M, Num_Chunks:6,5.6241
,169M, Num_Chunks:6,5.5651
,169M, Num_Chunks:6,10.4955
,169M, Num_Chunks:6,7.3556
,169M, Num_Chunks:6,17.3848
,169M, Num_Chunks:6,5.4063
,169M, Num_Chunks:6,5.4429
,169M, Num_Chunks:6,5.4382
,169M, Num_Chunks:6,19.4436
,169M, Num_Chunks:6,6.2210
,169M, Num_Chunks:6,17.6264
,170M, Num_Chunks:6,5.6521
,170M, Num_Chunks:6,5.6002
,170M, Num_Chunks:6,5.5077
,170M, Num_Chunks:6,5.5875
,170M, Num_Chunks:6,5.4814
,170M, Num_Chunks:6,6.2868
,170M, Num_Chunks:6,5.9424
,170M, Num_Chunks:6,5.5596
,170M, Num_Chunks:6,5.5937
,170M, Num_Chunks:6,6.5226
