File Name,Chunk Size (MB),Number of Chunks,Run Time (Seconds)
,545M, Num_Chunks:7,28.8324
,569M, Num_Chunks:7,34.8705
,569M, Num_Chunks:7,22.4114
,545M, Num_Chunks:7,35.9339
,569M, Num_Chunks:7,28.0143
,545M, Num_Chunks:7,22.5840
,545M, Num_Chunks:7,21.9081
,569M, Num_Chunks:7,32.5483
,546M, Num_Chunks:7,26.2358
,569M, Num_Chunks:7,33.4244
,546M, Num_Chunks:7,22.3066
,569M, Num_Chunks:7,25.8064
,546M, Num_Chunks:7,25.0027
,569M, Num_Chunks:7,28.1083
,546M, Num_Chunks:7,27.5945
,569M, Num_Chunks:7,29.3271
,546M, Num_Chunks:7,24.1328
,546M, Num_Chunks:7,28.9969
,570M, Num_Chunks:7,34.4000
,546M, Num_Chunks:7,32.7311
,570M, Num_Chunks:7,27.3363
,570M, Num_Chunks:7,27.9044
,546M, Num_Chunks:7,34.3114
,546M, Num_Chunks:7,24.7342
,570M, Num_Chunks:7,31.1578
,546M, Num_Chunks:7,25.5507
,570M, Num_Chunks:7,31.5616
,547M, Num_Chunks:7,27.8176
,570M, Num_Chunks:7,21.8090
,570M, Num_Chunks:7,28.7079
,547M, Num_Chunks:7,35.2360
,547M, Num_Chunks:7,21.1438
,570M, Num_Chunks:7,35.7838
,547M, Num_Chunks:7,31.6691
,570M, Num_Chunks:7,29.6645
,547M, Num_Chunks:7,30.5115
,570M, Num_Chunks:7,24.6142
,547M, Num_Chunks:7,36.5857
,571M, Num_Chunks:7,36.3590
,571M, Num_Chunks:7,33.7673
,547M, Num_Chunks:7,33.8980
,547M, Num_Chunks:7,23.8406
,571M, Num_Chunks:7,29.8117
,571M, Num_Chunks:7,20.8575
,547M, Num_Chunks:7,41.5423
,571M, Num_Chunks:7,21.0172
,547M, Num_Chunks:7,27.9601
,571M, Num_Chunks:7,21.7695
,571M, Num_Chunks:7,31.9497
,548M, Num_Chunks:7,31.9594
,548M, Num_Chunks:7,32.1679
,571M, Num_Chunks:7,32.9940
,571M, Num_Chunks:7,20.1766
,548M, Num_Chunks:7,34.4387
,571M, Num_Chunks:7,24.6039
,548M, Num_Chunks:7,25.0093
,572M, Num_Chunks:7,21.4690
,572M, Num_Chunks:7,28.2701
,548M, Num_Chunks:7,35.9702
,572M, Num_Chunks:7,31.7456
,548M, Num_Chunks:7,45.6367
,572M, Num_Chunks:7,21.7926
,548M, Num_Chunks:7,22.7531
,572M, Num_Chunks:7,29.0003
,548M, Num_Chunks:7,20.1178
,572M, Num_Chunks:7,29.0842
,548M, Num_Chunks:7,29.2364
,572M, Num_Chunks:7,33.3901
,548M, Num_Chunks:7,27.2254
,572M, Num_Chunks:7,28.4973
,549M, Num_Chunks:7,36.9281
,572M, Num_Chunks:7,30.7075
,549M, Num_Chunks:7,36.1138
,572M, Num_Chunks:7,19.7006
,549M, Num_Chunks:7,25.5128
,573M, Num_Chunks:7,25.6840
,549M, Num_Chunks:7,26.3147
,573M, Num_Chunks:7,20.3231
,549M, Num_Chunks:7,29.9676
,573M, Num_Chunks:7,29.9681
,573M, Num_Chunks:7,25.9136
,549M, Num_Chunks:7,35.5205
,573M, Num_Chunks:7,25.0701
,549M, Num_Chunks:7,21.2439
,549M, Num_Chunks:7,20.7917
,573M, Num_Chunks:7,34.5808
,573M, Num_Chunks:7,19.0358
,549M, Num_Chunks:7,38.7026
,573M, Num_Chunks:7,20.4024
,573M, Num_Chunks:7,21.6502
,549M, Num_Chunks:7,30.4660
,550M, Num_Chunks:7,32.5167
,573M, Num_Chunks:7,33.2740
,574M, Num_Chunks:7,25.5329
,550M, Num_Chunks:7,31.8483
,574M, Num_Chunks:7,23.8923
,550M, Num_Chunks:7,35.6812
,574M, Num_Chunks:7,18.3364
,550M, Num_Chunks:7,23.8824
,574M, Num_Chunks:7,29.8706
,550M, Num_Chunks:7,27.0024
,574M, Num_Chunks:7,28.4867
,550M, Num_Chunks:7,24.5141
,574M, Num_Chunks:7,23.8329
,574M, Num_Chunks:7,21.4612
,550M, Num_Chunks:7,30.7988
,574M, Num_Chunks:7,24.9938
,550M, Num_Chunks:7,37.1174
,574M, Num_Chunks:7,19.4797
,550M, Num_Chunks:7,24.3372
,574M, Num_Chunks:7,20.7770
,550M, Num_Chunks:7,31.5855
,575M, Num_Chunks:7,34.7868
,575M, Num_Chunks:7,18.9676
,551M, Num_Chunks:7,29.8098
,575M, Num_Chunks:7,27.7913
,551M, Num_Chunks:7,30.3049
,575M, Num_Chunks:7,27.9511
,551M, Num_Chunks:7,25.7199
,575M, Num_Chunks:7,26.0662
,551M, Num_Chunks:7,26.7806
,551M, Num_Chunks:7,18.9980
,575M, Num_Chunks:7,30.7793
,575M, Num_Chunks:7,21.2524
,551M, Num_Chunks:7,26.6252
,551M, Num_Chunks:7,31.2269
,575M, Num_Chunks:7,36.9595
,551M, Num_Chunks:7,27.6155
,575M, Num_Chunks:7,21.9312
,551M, Num_Chunks:7,38.4225
,575M, Num_Chunks:7,38.3966
,576M, Num_Chunks:7,35.0577
,551M, Num_Chunks:7,35.2448
,576M, Num_Chunks:7,29.1515
,552M, Num_Chunks:7,35.1515
,552M, Num_Chunks:7,20.4044
,576M, Num_Chunks:7,32.8388
,552M, Num_Chunks:7,25.1656
,576M, Num_Chunks:7,31.9015
,552M, Num_Chunks:7,21.7838
,576M, Num_Chunks:7,29.7013
,552M, Num_Chunks:7,27.1393
,576M, Num_Chunks:7,19.8376
,552M, Num_Chunks:7,21.5112
,552M, Num_Chunks:7,18.9959
,576M, Num_Chunks:7,32.5866
,576M, Num_Chunks:7,17.9836
,552M, Num_Chunks:7,29.8394
,576M, Num_Chunks:7,27.5335
,552M, Num_Chunks:7,21.4254
,552M, Num_Chunks:7,27.2862
,576M, Num_Chunks:7,35.9237
,577M, Num_Chunks:7,17.4207
,553M, Num_Chunks:7,28.5807
,553M, Num_Chunks:7,25.7139
,577M, Num_Chunks:7,37.9864
,553M, Num_Chunks:7,23.1891
,577M, Num_Chunks:7,21.8058
,577M, Num_Chunks:7,17.5634
,553M, Num_Chunks:7,27.6922
,553M, Num_Chunks:7,22.0089
,577M, Num_Chunks:7,43.0232
,553M, Num_Chunks:7,29.3677
,577M, Num_Chunks:7,22.3949
,553M, Num_Chunks:7,26.3433
,577M, Num_Chunks:7,25.9207
,553M, Num_Chunks:7,27.8379
,577M, Num_Chunks:7,21.3938
,577M, Num_Chunks:7,23.4839
,553M, Num_Chunks:7,35.4289
,553M, Num_Chunks:7,27.0561
,577M, Num_Chunks:7,33.6867
,578M, Num_Chunks:7,29.5070
,554M, Num_Chunks:7,35.0237
,578M, Num_Chunks:7,26.6246
,554M, Num_Chunks:7,34.7808
,578M, Num_Chunks:7,21.8716
,554M, Num_Chunks:7,25.1533
,578M, Num_Chunks:7,32.8912
,554M, Num_Chunks:7,27.6181
,578M, Num_Chunks:7,25.2112
,554M, Num_Chunks:7,32.9352
,578M, Num_Chunks:7,21.2593
,578M, Num_Chunks:7,27.0432
,554M, Num_Chunks:7,28.9492
,554M, Num_Chunks:7,30.5430
,578M, Num_Chunks:7,30.5778
,554M, Num_Chunks:7,33.2670
,578M, Num_Chunks:7,33.3630
,578M, Num_Chunks:7,28.6040
,554M, Num_Chunks:7,37.5180
,579M, Num_Chunks:7,31.1492
,554M, Num_Chunks:7,40.0330
,579M, Num_Chunks:7,31.7643
,555M, Num_Chunks:7,23.4903
,579M, Num_Chunks:7,21.2109
,555M, Num_Chunks:7,21.6205
,579M, Num_Chunks:7,22.2182
,555M, Num_Chunks:7,31.8514
,579M, Num_Chunks:7,27.5361
,555M, Num_Chunks:7,23.7317
,579M, Num_Chunks:7,21.5631
,579M, Num_Chunks:7,25.1190
,555M, Num_Chunks:7,36.8455
,555M, Num_Chunks:7,20.0424
,579M, Num_Chunks:7,25.8458
,555M, Num_Chunks:7,25.0029
,579M, Num_Chunks:7,32.5340
,579M, Num_Chunks:7,21.1791
,555M, Num_Chunks:7,34.1219
,580M, Num_Chunks:7,21.6567
,555M, Num_Chunks:7,23.6134
,555M, Num_Chunks:7,19.1818
,580M, Num_Chunks:7,40.1906
,556M, Num_Chunks:7,30.2563
,580M, Num_Chunks:7,25.6604
,556M, Num_Chunks:7,39.9563
,580M, Num_Chunks:7,30.9322
,580M, Num_Chunks:7,30.3808
,556M, Num_Chunks:7,36.1727
,556M, Num_Chunks:7,22.9132
,580M, Num_Chunks:7,35.4831
,580M, Num_Chunks:7,20.8150
,556M, Num_Chunks:7,33.7573
,580M, Num_Chunks:7,26.6074
,556M, Num_Chunks:7,25.8049
,580M, Num_Chunks:7,25.9671
,556M, Num_Chunks:7,21.8188
,580M, Num_Chunks:7,27.3239
,556M, Num_Chunks:7,28.1012
,556M, Num_Chunks:7,20.3845
,581M, Num_Chunks:7,33.4699
,556M, Num_Chunks:7,24.6669
,581M, Num_Chunks:7,29.3873
,557M, Num_Chunks:7,28.0658
,581M, Num_Chunks:7,21.8681
,557M, Num_Chunks:7,23.5266
,581M, Num_Chunks:7,29.7036
,557M, Num_Chunks:7,27.3179
,581M, Num_Chunks:7,32.3825
,557M, Num_Chunks:7,28.6165
,581M, Num_Chunks:7,28.8292
,557M, Num_Chunks:7,32.2903
,581M, Num_Chunks:7,28.1423
,557M, Num_Chunks:7,26.0580
,581M, Num_Chunks:7,26.5157
,557M, Num_Chunks:7,22.9686
,581M, Num_Chunks:7,21.0411
,557M, Num_Chunks:7,21.4981
,557M, Num_Chunks:7,29.0248
,581M, Num_Chunks:7,40.6225
,557M, Num_Chunks:7,23.3493
,582M, Num_Chunks:7,28.4693
,558M, Num_Chunks:7,21.0472
,582M, Num_Chunks:7,26.6993
,558M, Num_Chunks:7,22.1599
,558M, Num_Chunks:7,24.6294
,582M, Num_Chunks:7,41.5828
,558M, Num_Chunks:7,20.8726
,582M, Num_Chunks:7,24.0380
,558M, Num_Chunks:7,28.5008
,582M, Num_Chunks:7,26.3120
,582M, Num_Chunks:7,22.2462
,558M, Num_Chunks:7,55.4635
,582M, Num_Chunks:7,21.1010
,558M, Num_Chunks:7,33.5835
,582M, Num_Chunks:7,33.5781
,582M, Num_Chunks:7,24.6494
,558M, Num_Chunks:7,33.2337
,582M, Num_Chunks:7,26.0053
,558M, Num_Chunks:7,25.9168
,583M, Num_Chunks:7,30.1015
,558M, Num_Chunks:7,27.2169
,583M, Num_Chunks:7,21.5010
,559M, Num_Chunks:7,22.2419
,559M, Num_Chunks:7,21.7565
,583M, Num_Chunks:7,33.7754
,559M, Num_Chunks:7,21.6750
,583M, Num_Chunks:7,18.6230
,583M, Num_Chunks:7,23.2328
,559M, Num_Chunks:7,31.4290
,559M, Num_Chunks:7,19.9129
,583M, Num_Chunks:7,30.7472
,559M, Num_Chunks:7,33.6818
,583M, Num_Chunks:7,34.3307
,583M, Num_Chunks:7,28.7036
,559M, Num_Chunks:7,34.6109
,583M, Num_Chunks:7,29.7832
,559M, Num_Chunks:7,29.7833
,559M, Num_Chunks:7,31.1361
,583M, Num_Chunks:7,31.1397
,559M, Num_Chunks:7,29.5720
,584M, Num_Chunks:7,29.6835
,584M, Num_Chunks:7,22.2512
,584M, Num_Chunks:7,16.9412
,560M, Num_Chunks:7,44.8964
,584M, Num_Chunks:7,26.9321
,560M, Num_Chunks:7,21.3574
,560M, Num_Chunks:7,28.2216
,584M, Num_Chunks:7,28.2365
,584M, Num_Chunks:7,28.2429
,560M, Num_Chunks:7,28.2495
,560M, Num_Chunks:7,35.6415
,584M, Num_Chunks:7,44.7665
,560M, Num_Chunks:7,22.8276
,584M, Num_Chunks:7,20.2818
,560M, Num_Chunks:7,22.2745
,584M, Num_Chunks:7,30.1708
,560M, Num_Chunks:7,31.5288
,584M, Num_Chunks:7,24.5489
,560M, Num_Chunks:7,24.9545
,585M, Num_Chunks:7,35.5627
,560M, Num_Chunks:7,26.0379
,585M, Num_Chunks:7,31.8017
,561M, Num_Chunks:7,29.3895
,585M, Num_Chunks:7,22.5528
,561M, Num_Chunks:7,23.1427
,561M, Num_Chunks:7,20.8745
,585M, Num_Chunks:7,44.1828
,561M, Num_Chunks:7,23.2667
,585M, Num_Chunks:7,35.7708
,561M, Num_Chunks:7,29.7400
,561M, Num_Chunks:7,27.3237
,585M, Num_Chunks:7,28.3702
,585M, Num_Chunks:7,29.6474
,561M, Num_Chunks:7,30.6707
,561M, Num_Chunks:7,31.4289
,585M, Num_Chunks:7,31.4827
,585M, Num_Chunks:7,28.0239
,561M, Num_Chunks:7,28.0643
,561M, Num_Chunks:7,25.4492
,585M, Num_Chunks:7,31.1654
,562M, Num_Chunks:7,27.5666
,586M, Num_Chunks:6,30.0894
,562M, Num_Chunks:7,23.7047
,586M, Num_Chunks:6,23.2124
,562M, Num_Chunks:7,22.2381
,586M, Num_Chunks:6,27.1399
,562M, Num_Chunks:7,27.3890
,586M, Num_Chunks:6,22.4758
,562M, Num_Chunks:7,24.5486
,586M, Num_Chunks:6,35.9206
,562M, Num_Chunks:7,32.0756
,586M, Num_Chunks:6,25.3363
,562M, Num_Chunks:7,24.8811
,586M, Num_Chunks:6,23.4761
,562M, Num_Chunks:7,32.1133
,586M, Num_Chunks:6,21.1933
,562M, Num_Chunks:7,30.8113
,586M, Num_Chunks:6,30.7993
,562M, Num_Chunks:7,29.5162
,586M, Num_Chunks:6,29.5330
,563M, Num_Chunks:7,20.7718
,563M, Num_Chunks:7,21.8917
,587M, Num_Chunks:6,42.6816
,587M, Num_Chunks:6,26.4080
,563M, Num_Chunks:7,27.2099
,563M, Num_Chunks:7,28.8525
,587M, Num_Chunks:6,35.7126
,587M, Num_Chunks:6,20.9608
,563M, Num_Chunks:7,34.9205
,563M, Num_Chunks:7,22.0768
,587M, Num_Chunks:6,39.0275
,563M, Num_Chunks:7,24.5631
,587M, Num_Chunks:6,31.7719
,563M, Num_Chunks:7,22.2531
,587M, Num_Chunks:6,29.5908
,563M, Num_Chunks:7,36.1743
,563M, Num_Chunks:7,25.0538
,587M, Num_Chunks:6,48.5575
,564M, Num_Chunks:7,28.6598
,587M, Num_Chunks:6,23.7233
,564M, Num_Chunks:7,26.4362
,587M, Num_Chunks:6,26.5332
,564M, Num_Chunks:7,26.0746
,588M, Num_Chunks:6,25.8388
,588M, Num_Chunks:6,20.8632
,564M, Num_Chunks:7,32.5894
,564M, Num_Chunks:7,20.3767
,588M, Num_Chunks:6,32.5322
,564M, Num_Chunks:7,28.8031
,588M, Num_Chunks:6,22.4878
,564M, Num_Chunks:7,29.9534
,588M, Num_Chunks:6,29.9631
,588M, Num_Chunks:6,24.9746
,564M, Num_Chunks:7,26.7814
,564M, Num_Chunks:7,27.5841
,588M, Num_Chunks:6,35.7044
,588M, Num_Chunks:6,25.9857
,564M, Num_Chunks:7,32.4131
,565M, Num_Chunks:7,26.4593
,588M, Num_Chunks:6,33.9019
,565M, Num_Chunks:7,23.3051
,588M, Num_Chunks:6,22.9185
,565M, Num_Chunks:7,31.5973
,589M, Num_Chunks:6,31.7066
,565M, Num_Chunks:7,21.5205
,589M, Num_Chunks:6,23.7300
,565M, Num_Chunks:7,24.4600
,589M, Num_Chunks:6,22.6813
,565M, Num_Chunks:7,27.7248
,589M, Num_Chunks:6,26.5917
,565M, Num_Chunks:7,24.1364
,589M, Num_Chunks:6,27.6397
,565M, Num_Chunks:7,24.0586
,589M, Num_Chunks:6,22.2101
,565M, Num_Chunks:7,29.6653
,589M, Num_Chunks:6,33.8296
,565M, Num_Chunks:7,21.9764
,589M, Num_Chunks:6,21.6907
,566M, Num_Chunks:7,27.5109
,589M, Num_Chunks:6,20.9968
,589M, Num_Chunks:6,23.1199
,566M, Num_Chunks:7,28.5321
,566M, Num_Chunks:7,32.0227
,590M, Num_Chunks:6,32.0602
,566M, Num_Chunks:7,25.0775
,590M, Num_Chunks:6,41.8193
,566M, Num_Chunks:7,30.1458
,590M, Num_Chunks:6,23.7942
,566M, Num_Chunks:7,40.2883
,590M, Num_Chunks:6,29.8849
,590M, Num_Chunks:6,31.9221
,566M, Num_Chunks:7,31.9473
,590M, Num_Chunks:6,28.5033
,566M, Num_Chunks:7,34.4529
,590M, Num_Chunks:6,35.2018
,566M, Num_Chunks:7,29.2478
,566M, Num_Chunks:7,27.2953
,590M, Num_Chunks:6,34.3434
,567M, Num_Chunks:7,29.8842
,590M, Num_Chunks:6,29.3179
,567M, Num_Chunks:7,37.2112
,590M, Num_Chunks:6,30.7457
,567M, Num_Chunks:7,35.3902
,591M, Num_Chunks:6,35.3855
,591M, Num_Chunks:6,24.3639
,567M, Num_Chunks:7,29.7907
,567M, Num_Chunks:7,22.8742
,591M, Num_Chunks:6,36.8515
,567M, Num_Chunks:7,23.7424
,591M, Num_Chunks:6,31.7422
,567M, Num_Chunks:7,32.9534
,591M, Num_Chunks:6,22.3412
,567M, Num_Chunks:7,19.4536
,567M, Num_Chunks:7,25.8007
,591M, Num_Chunks:6,46.6889
,591M, Num_Chunks:6,23.3743
,567M, Num_Chunks:7,30.7734
,568M, Num_Chunks:7,26.9340
,591M, Num_Chunks:6,36.5358
,568M, Num_Chunks:7,19.8416
,568M, Num_Chunks:7,17.9236
,591M, Num_Chunks:6,34.1910
,568M, Num_Chunks:7,35.2833
,591M, Num_Chunks:6,29.3872
,592M, Num_Chunks:6,22.0955
,568M, Num_Chunks:7,34.6455
,592M, Num_Chunks:6,21.6984
,568M, Num_Chunks:7,22.7153
,568M, Num_Chunks:7,24.4834
,592M, Num_Chunks:6,38.4775
,568M, Num_Chunks:7,28.3962
,592M, Num_Chunks:6,34.1088
,568M, Num_Chunks:7,20.9296
,592M, Num_Chunks:6,27.8635
,568M, Num_Chunks:7,25.2013
,592M, Num_Chunks:6,25.3248
,569M, Num_Chunks:7,31.9264
,569M, Num_Chunks:7,19.9892
,592M, Num_Chunks:6,45.0976
,592M, Num_Chunks:6,19.7192
,569M, Num_Chunks:7,32.2700
,569M, Num_Chunks:7,23.1546
,592M, Num_Chunks:6,35.5126
,569M, Num_Chunks:7,27.1923
,592M, Num_Chunks:6,31.7395
,569M, Num_Chunks:7,24.1976
,593M, Num_Chunks:6,23.3762
,569M, Num_Chunks:7,24.6707
,593M, Num_Chunks:6,36.5232
,569M, Num_Chunks:7,30.8129
,569M, Num_Chunks:7,20.9067
,593M, Num_Chunks:6,37.3446
,569M, Num_Chunks:7,29.5381
,593M, Num_Chunks:6,22.0896
,570M, Num_Chunks:7,26.0275
,593M, Num_Chunks:6,32.3757
,593M, Num_Chunks:6,19.8881
,570M, Num_Chunks:7,27.9567
,570M, Num_Chunks:7,30.9715
,593M, Num_Chunks:6,32.6490
,593M, Num_Chunks:6,31.9301
,570M, Num_Chunks:7,31.9411
,570M, Num_Chunks:7,26.5644
,593M, Num_Chunks:6,32.9252
,570M, Num_Chunks:7,21.2588
,593M, Num_Chunks:6,33.5950
,570M, Num_Chunks:7,25.7920
,570M, Num_Chunks:7,27.3516
,594M, Num_Chunks:6,35.4445
,594M, Num_Chunks:6,26.1272
,570M, Num_Chunks:7,32.7772
,570M, Num_Chunks:7,18.8128
,594M, Num_Chunks:6,30.9082
,571M, Num_Chunks:7,21.2014
,571M, Num_Chunks:7,20.7710
,594M, Num_Chunks:6,35.5649
,594M, Num_Chunks:6,22.4138
,571M, Num_Chunks:7,27.6824
,571M, Num_Chunks:7,22.3849
,594M, Num_Chunks:6,27.6461
,594M, Num_Chunks:6,26.7470
,571M, Num_Chunks:7,35.2242
,594M, Num_Chunks:6,26.4437
,571M, Num_Chunks:7,25.2507
,594M, Num_Chunks:6,28.4085
,571M, Num_Chunks:7,29.4390
,594M, Num_Chunks:6,31.9345
,571M, Num_Chunks:7,29.9335
,571M, Num_Chunks:7,25.4366
,595M, Num_Chunks:6,38.4817
,571M, Num_Chunks:7,26.6237
,595M, Num_Chunks:6,42.2834
,572M, Num_Chunks:7,22.4406
,595M, Num_Chunks:6,29.2613
,572M, Num_Chunks:7,35.8941
,595M, Num_Chunks:6,31.9104
,572M, Num_Chunks:7,31.8023
,572M, Num_Chunks:7,25.7635
,595M, Num_Chunks:6,32.3619
,572M, Num_Chunks:7,29.2707
,595M, Num_Chunks:6,37.0045
,572M, Num_Chunks:7,22.5219
,572M, Num_Chunks:7,26.0097
,595M, Num_Chunks:6,49.3806
,572M, Num_Chunks:7,21.2518
,595M, Num_Chunks:6,35.8777
,572M, Num_Chunks:7,34.7820
,595M, Num_Chunks:6,25.5523
,572M, Num_Chunks:7,32.4321
,595M, Num_Chunks:6,25.2272
,573M, Num_Chunks:7,30.6847
,596M, Num_Chunks:6,37.3021
,573M, Num_Chunks:7,41.4980
,596M, Num_Chunks:6,28.1033
,596M, Num_Chunks:6,27.8023
,573M, Num_Chunks:7,34.7666
,596M, Num_Chunks:6,26.5894
,573M, Num_Chunks:7,30.0093
,596M, Num_Chunks:6,26.3245
,573M, Num_Chunks:7,23.9265
,596M, Num_Chunks:6,27.6274
,573M, Num_Chunks:7,27.1834
,596M, Num_Chunks:6,26.6127
,573M, Num_Chunks:7,25.9333
,573M, Num_Chunks:7,25.4059
,596M, Num_Chunks:6,47.1054
,573M, Num_Chunks:7,27.4611
,596M, Num_Chunks:6,23.5158
,573M, Num_Chunks:7,24.3430
,596M, Num_Chunks:6,26.6475
,574M, Num_Chunks:7,21.4788
,574M, Num_Chunks:7,27.0494
,597M, Num_Chunks:6,35.5260
,597M, Num_Chunks:6,27.0781
,574M, Num_Chunks:7,33.7631
,597M, Num_Chunks:6,22.6180
,574M, Num_Chunks:7,22.7171
,574M, Num_Chunks:7,30.2371
,597M, Num_Chunks:6,36.8347
,574M, Num_Chunks:7,30.5304
,597M, Num_Chunks:6,30.5356
,574M, Num_Chunks:7,30.3785
,597M, Num_Chunks:6,38.4176
,574M, Num_Chunks:7,23.8944
,597M, Num_Chunks:6,21.5641
,597M, Num_Chunks:6,20.7107
,574M, Num_Chunks:7,33.0994
,574M, Num_Chunks:7,19.9662
,597M, Num_Chunks:6,26.6348
,575M, Num_Chunks:7,29.4206
,597M, Num_Chunks:6,29.4425
,575M, Num_Chunks:7,28.2070
,598M, Num_Chunks:6,28.1849
,575M, Num_Chunks:7,22.2291
,598M, Num_Chunks:6,27.8821
,598M, Num_Chunks:6,24.8356
,575M, Num_Chunks:7,39.2173
,598M, Num_Chunks:6,26.5840
,575M, Num_Chunks:7,26.4716
,575M, Num_Chunks:7,21.5794
,598M, Num_Chunks:6,38.5928
,575M, Num_Chunks:7,36.5269
,598M, Num_Chunks:6,28.1164
,575M, Num_Chunks:7,28.6000
,598M, Num_Chunks:6,28.6440
,598M, Num_Chunks:6,30.7845
,575M, Num_Chunks:7,32.6502
,575M, Num_Chunks:7,26.4584
,598M, Num_Chunks:6,33.7520
,576M, Num_Chunks:7,29.3618
,598M, Num_Chunks:6,30.1431
,576M, Num_Chunks:7,30.4261
,599M, Num_Chunks:6,24.1921
,599M, Num_Chunks:6,29.6645
,576M, Num_Chunks:7,29.7144
,576M, Num_Chunks:7,30.4318
,599M, Num_Chunks:6,30.4797
,599M, Num_Chunks:6,26.5016
,576M, Num_Chunks:7,33.6657
,576M, Num_Chunks:7,22.7192
,599M, Num_Chunks:6,29.8703
,576M, Num_Chunks:7,27.3646
,599M, Num_Chunks:6,33.0622
,576M, Num_Chunks:7,31.6199
,599M, Num_Chunks:6,25.9172
,599M, Num_Chunks:6,29.4848
,576M, Num_Chunks:7,35.4185
,576M, Num_Chunks:7,20.6202
,599M, Num_Chunks:6,26.5914
,577M, Num_Chunks:7,24.4537
,599M, Num_Chunks:6,30.6462
,600M, Num_Chunks:6,22.4657
,577M, Num_Chunks:7,28.7184
,577M, Num_Chunks:7,31.6660
,600M, Num_Chunks:6,31.7081
,600M, Num_Chunks:6,34.3417
,577M, Num_Chunks:7,34.3760
,577M, Num_Chunks:7,24.2692
,600M, Num_Chunks:6,30.0777
,577M, Num_Chunks:7,32.9537
,600M, Num_Chunks:6,28.9665
,600M, Num_Chunks:6,30.7002
,577M, Num_Chunks:7,32.6566
,600M, Num_Chunks:6,22.7328
,577M, Num_Chunks:7,38.0808
,600M, Num_Chunks:6,21.5460
,577M, Num_Chunks:7,26.3980
,600M, Num_Chunks:6,32.3837
,577M, Num_Chunks:7,27.2660
,600M, Num_Chunks:6,30.1550
,578M, Num_Chunks:7,20.8043
,578M, Num_Chunks:7,23.7287
,601M, Num_Chunks:6,36.4922
,578M, Num_Chunks:7,27.5721
,601M, Num_Chunks:6,36.7978
,578M, Num_Chunks:7,24.7928
,601M, Num_Chunks:6,37.4822
,578M, Num_Chunks:7,28.8135
,578M, Num_Chunks:7,28.3057
,601M, Num_Chunks:6,34.7907
,578M, Num_Chunks:7,26.5910
,601M, Num_Chunks:6,31.6170
,578M, Num_Chunks:7,22.0496
,601M, Num_Chunks:6,25.6935
,578M, Num_Chunks:7,22.7705
,601M, Num_Chunks:6,29.8619
,578M, Num_Chunks:7,30.1597
,579M, Num_Chunks:7,24.7069
,601M, Num_Chunks:6,32.6629
,601M, Num_Chunks:6,32.5898
,579M, Num_Chunks:7,32.6294
,579M, Num_Chunks:7,25.2183
,601M, Num_Chunks:6,32.8731
,579M, Num_Chunks:7,23.3431
,602M, Num_Chunks:6,22.5268
,579M, Num_Chunks:7,22.3287
,579M, Num_Chunks:7,19.7824
,602M, Num_Chunks:6,41.6818
,579M, Num_Chunks:7,22.1969
,602M, Num_Chunks:6,21.5424
,602M, Num_Chunks:6,23.3258
,579M, Num_Chunks:7,35.5952
,579M, Num_Chunks:7,22.1541
,602M, Num_Chunks:6,28.7266
,579M, Num_Chunks:7,27.4240
,602M, Num_Chunks:6,29.3269
,602M, Num_Chunks:6,21.2573
,580M, Num_Chunks:7,29.3744
,580M, Num_Chunks:7,24.2395
,602M, Num_Chunks:6,36.3264
,580M, Num_Chunks:7,21.8940
,602M, Num_Chunks:6,28.8994
,580M, Num_Chunks:7,21.5813
,580M, Num_Chunks:7,25.4545
,602M, Num_Chunks:6,34.1399
,580M, Num_Chunks:7,32.6116
,603M, Num_Chunks:6,32.5837
,580M, Num_Chunks:7,31.5060
,603M, Num_Chunks:6,31.5367
,580M, Num_Chunks:7,26.1677
,603M, Num_Chunks:6,26.1399
,603M, Num_Chunks:6,31.5327
,580M, Num_Chunks:7,31.5423
,603M, Num_Chunks:6,28.7502
,580M, Num_Chunks:7,28.7609
,581M, Num_Chunks:7,24.7550
,603M, Num_Chunks:6,24.7823
,581M, Num_Chunks:7,30.7167
,603M, Num_Chunks:6,30.7040
,581M, Num_Chunks:7,30.9372
,603M, Num_Chunks:6,30.9517
,603M, Num_Chunks:6,30.7211
,581M, Num_Chunks:7,30.7555
,603M, Num_Chunks:6,25.8812
,581M, Num_Chunks:7,39.0057
,604M, Num_Chunks:6,29.8305
,581M, Num_Chunks:7,33.0616
,604M, Num_Chunks:6,31.3261
,581M, Num_Chunks:7,32.7456
,604M, Num_Chunks:6,24.0029
,581M, Num_Chunks:7,27.6534
,604M, Num_Chunks:6,34.1465
,581M, Num_Chunks:7,20.4001
,604M, Num_Chunks:6,28.6521
,581M, Num_Chunks:7,36.0832
,604M, Num_Chunks:6,27.0492
,604M, Num_Chunks:6,21.7700
,582M, Num_Chunks:7,41.9478
,582M, Num_Chunks:7,31.8070
,604M, Num_Chunks:6,40.0605
,582M, Num_Chunks:7,27.0624
,604M, Num_Chunks:6,28.9480
,604M, Num_Chunks:6,24.1427
,582M, Num_Chunks:7,36.8830
,605M, Num_Chunks:6,29.9620
,582M, Num_Chunks:7,32.7817
,582M, Num_Chunks:7,19.3452
,605M, Num_Chunks:6,34.7724
,582M, Num_Chunks:7,30.5281
,605M, Num_Chunks:6,28.7802
,582M, Num_Chunks:7,28.9352
,605M, Num_Chunks:6,28.9399
,605M, Num_Chunks:6,30.6710
