File Name,Chunk Size (MB),Number of Chunks,Run Time (Seconds)
,246M, Num_Chunks:16,21.4615
,246M, Num_Chunks:16,16.0334
,246M, Num_Chunks:16,17.3869
,246M, Num_Chunks:16,26.3812
,246M, Num_Chunks:16,27.0135
,246M, Num_Chunks:16,21.0541
,246M, Num_Chunks:16,12.9293
,246M, Num_Chunks:16,17.1492
,247M, Num_Chunks:16,24.7798
,247M, Num_Chunks:16,19.9339
,247M, Num_Chunks:16,22.8878
,247M, Num_Chunks:16,22.2543
,247M, Num_Chunks:16,20.9153
,247M, Num_Chunks:16,16.7300
,247M, Num_Chunks:16,19.1660
,247M, Num_Chunks:16,19.2982
,247M, Num_Chunks:16,22.4138
,247M, Num_Chunks:16,24.8195
,248M, Num_Chunks:16,26.8857
,248M, Num_Chunks:16,26.2991
,248M, Num_Chunks:16,23.8931
,248M, Num_Chunks:16,14.0959
,248M, Num_Chunks:16,13.8378
,248M, Num_Chunks:16,20.0980
,248M, Num_Chunks:16,19.4156
,248M, Num_Chunks:16,22.9703
,248M, Num_Chunks:16,17.0573
,248M, Num_Chunks:16,16.8114
,249M, Num_Chunks:16,15.6912
,249M, Num_Chunks:16,19.6441
,249M, Num_Chunks:16,21.9856
,249M, Num_Chunks:16,21.7562
,249M, Num_Chunks:16,16.5513
,249M, Num_Chunks:16,19.9569
,249M, Num_Chunks:16,17.9516
,249M, Num_Chunks:16,21.0896
,249M, Num_Chunks:16,18.1400
,249M, Num_Chunks:16,14.9446
,250M, Num_Chunks:16,27.1170
,250M, Num_Chunks:16,19.4212
,250M, Num_Chunks:16,23.2060
,250M, Num_Chunks:16,21.6698
,250M, Num_Chunks:16,17.5920
,250M, Num_Chunks:16,14.3553
,250M, Num_Chunks:16,22.8442
,250M, Num_Chunks:16,17.6958
,250M, Num_Chunks:16,12.8908
,250M, Num_Chunks:16,18.0375
,251M, Num_Chunks:16,16.0066
,251M, Num_Chunks:16,23.9533
,251M, Num_Chunks:16,20.4700
,251M, Num_Chunks:16,15.8077
,251M, Num_Chunks:16,20.9113
,251M, Num_Chunks:16,19.4828
,251M, Num_Chunks:16,22.6251
,251M, Num_Chunks:16,15.3518
,251M, Num_Chunks:16,17.1205
,251M, Num_Chunks:16,14.5775
,252M, Num_Chunks:16,15.6877
,252M, Num_Chunks:16,16.6070
,252M, Num_Chunks:16,25.4610
,252M, Num_Chunks:16,23.9273
,252M, Num_Chunks:16,22.4061
,252M, Num_Chunks:16,16.6352
,252M, Num_Chunks:16,20.2786
,252M, Num_Chunks:16,16.1926
,252M, Num_Chunks:16,19.0510
,252M, Num_Chunks:16,21.2534
,253M, Num_Chunks:16,20.4598
,253M, Num_Chunks:16,21.7151
,253M, Num_Chunks:16,19.3524
,253M, Num_Chunks:16,26.1348
,253M, Num_Chunks:16,22.3635
,253M, Num_Chunks:16,14.9585
,253M, Num_Chunks:16,17.3586
,253M, Num_Chunks:16,20.7145
,253M, Num_Chunks:16,27.0405
,253M, Num_Chunks:16,19.5255
,254M, Num_Chunks:16,17.4486
,254M, Num_Chunks:16,22.2797
,254M, Num_Chunks:16,19.8701
,254M, Num_Chunks:16,30.6527
,254M, Num_Chunks:16,20.3044
,254M, Num_Chunks:16,15.3718
,254M, Num_Chunks:16,15.4280
,254M, Num_Chunks:16,16.7469
,254M, Num_Chunks:16,18.9185
,254M, Num_Chunks:16,21.0558
,255M, Num_Chunks:16,17.1460
,255M, Num_Chunks:16,21.6419
,255M, Num_Chunks:16,16.4824
,255M, Num_Chunks:16,19.2271
,255M, Num_Chunks:16,16.7574
,255M, Num_Chunks:16,21.4382
,255M, Num_Chunks:16,24.4421
,255M, Num_Chunks:16,15.6560
,255M, Num_Chunks:16,13.7100
,255M, Num_Chunks:16,16.5117
,256M, Num_Chunks:16,15.8442
,256M, Num_Chunks:16,14.5806
,256M, Num_Chunks:16,15.7346
,256M, Num_Chunks:16,22.2948
,256M, Num_Chunks:16,20.7036
,256M, Num_Chunks:16,18.0552
,256M, Num_Chunks:16,13.1735
,256M, Num_Chunks:16,27.3729
,256M, Num_Chunks:16,21.1729
,256M, Num_Chunks:16,16.2770
,257M, Num_Chunks:15,20.3199
,257M, Num_Chunks:15,22.2295
,257M, Num_Chunks:15,19.2592
,257M, Num_Chunks:15,15.4962
,257M, Num_Chunks:15,18.7037
,257M, Num_Chunks:15,21.5042
,257M, Num_Chunks:15,22.6511
,257M, Num_Chunks:15,16.8945
,257M, Num_Chunks:15,13.8713
,257M, Num_Chunks:15,25.7365
,258M, Num_Chunks:15,18.8722
,258M, Num_Chunks:15,21.3764
,258M, Num_Chunks:15,15.1485
,258M, Num_Chunks:15,18.3157
,258M, Num_Chunks:15,30.0331
,258M, Num_Chunks:15,16.6713
,258M, Num_Chunks:15,20.8258
,258M, Num_Chunks:15,21.0882
,258M, Num_Chunks:15,21.6418
,258M, Num_Chunks:15,15.6881
,259M, Num_Chunks:15,17.9418
,259M, Num_Chunks:15,19.8960
,259M, Num_Chunks:15,13.4914
,259M, Num_Chunks:15,15.8942
,259M, Num_Chunks:15,17.2622
,259M, Num_Chunks:15,18.1826
,259M, Num_Chunks:15,27.0416
,259M, Num_Chunks:15,16.5211
,259M, Num_Chunks:15,19.2769
,259M, Num_Chunks:15,13.4763
,260M, Num_Chunks:15,21.0159
,260M, Num_Chunks:15,26.1952
,260M, Num_Chunks:15,16.0150
,260M, Num_Chunks:15,15.6126
,260M, Num_Chunks:15,19.1900
,260M, Num_Chunks:15,17.2808
,260M, Num_Chunks:15,16.3418
,260M, Num_Chunks:15,14.2190
,260M, Num_Chunks:15,21.2120
,260M, Num_Chunks:15,17.5900
,261M, Num_Chunks:15,22.0506
,261M, Num_Chunks:15,19.5543
,261M, Num_Chunks:15,14.8243
,261M, Num_Chunks:15,19.7302
,261M, Num_Chunks:15,19.7715
,261M, Num_Chunks:15,18.2937
,261M, Num_Chunks:15,18.3927
,261M, Num_Chunks:15,13.6035
,261M, Num_Chunks:15,15.3542
,261M, Num_Chunks:15,19.0996
,262M, Num_Chunks:15,19.7424
,262M, Num_Chunks:15,21.5966
,262M, Num_Chunks:15,20.4101
,262M, Num_Chunks:15,21.0838
,262M, Num_Chunks:15,21.1172
,262M, Num_Chunks:15,19.8984
,262M, Num_Chunks:15,17.5589
,262M, Num_Chunks:15,20.1416
,262M, Num_Chunks:15,21.1512
,262M, Num_Chunks:15,16.6381
,263M, Num_Chunks:15,18.6140
,263M, Num_Chunks:15,18.4073
,263M, Num_Chunks:15,23.3055
,263M, Num_Chunks:15,19.4197
,263M, Num_Chunks:15,17.8405
,263M, Num_Chunks:15,17.6431
,263M, Num_Chunks:15,20.6726
,263M, Num_Chunks:15,19.9665
,263M, Num_Chunks:15,27.0953
,263M, Num_Chunks:15,19.1400
,264M, Num_Chunks:15,21.2482
,264M, Num_Chunks:15,25.6492
,264M, Num_Chunks:15,23.7417
,264M, Num_Chunks:15,18.8704
,264M, Num_Chunks:15,15.3010
,264M, Num_Chunks:15,11.7393
,264M, Num_Chunks:15,16.4911
,264M, Num_Chunks:15,14.6497
,264M, Num_Chunks:15,26.4536
,264M, Num_Chunks:15,30.4994
,265M, Num_Chunks:15,13.9152
,265M, Num_Chunks:15,19.4297
,265M, Num_Chunks:15,18.5838
,265M, Num_Chunks:15,21.3562
,265M, Num_Chunks:15,18.6765
,265M, Num_Chunks:15,15.1859
,265M, Num_Chunks:15,19.8755
,265M, Num_Chunks:15,17.1294
,265M, Num_Chunks:15,15.1750
,265M, Num_Chunks:15,19.3879
,266M, Num_Chunks:15,17.6038
,266M, Num_Chunks:15,17.4416
,266M, Num_Chunks:15,21.3079
,266M, Num_Chunks:15,15.8416
,266M, Num_Chunks:15,24.5355
,266M, Num_Chunks:15,16.5484
,266M, Num_Chunks:15,19.3364
,266M, Num_Chunks:15,22.3883
,266M, Num_Chunks:15,16.9311
,266M, Num_Chunks:15,19.9647
,267M, Num_Chunks:15,22.0002
,267M, Num_Chunks:15,17.0392
,267M, Num_Chunks:15,17.9382
,267M, Num_Chunks:15,14.1052
,267M, Num_Chunks:15,21.6363
,267M, Num_Chunks:15,20.9549
,267M, Num_Chunks:15,20.7427
,267M, Num_Chunks:15,15.4021
,267M, Num_Chunks:15,17.5683
,267M, Num_Chunks:15,21.5178
,268M, Num_Chunks:15,17.7373
,268M, Num_Chunks:15,17.3294
,268M, Num_Chunks:15,25.7941
,268M, Num_Chunks:15,19.7939
,268M, Num_Chunks:15,21.9687
,268M, Num_Chunks:15,18.3682
,268M, Num_Chunks:15,16.6528
,268M, Num_Chunks:15,25.9711
,268M, Num_Chunks:15,13.5826
,268M, Num_Chunks:15,19.4923
,269M, Num_Chunks:15,16.3442
,269M, Num_Chunks:15,19.1000
,269M, Num_Chunks:15,20.2060
,269M, Num_Chunks:15,20.5734
,269M, Num_Chunks:15,16.7390
,269M, Num_Chunks:15,15.3143
,269M, Num_Chunks:15,16.9275
,269M, Num_Chunks:15,23.3765
,269M, Num_Chunks:15,17.5817
,269M, Num_Chunks:15,22.1298
,270M, Num_Chunks:15,18.2577
,270M, Num_Chunks:15,15.8417
,270M, Num_Chunks:15,21.7322
,270M, Num_Chunks:15,15.8524
,270M, Num_Chunks:15,22.3506
,270M, Num_Chunks:15,19.5013
,270M, Num_Chunks:15,19.3887
,270M, Num_Chunks:15,27.6918
,270M, Num_Chunks:15,18.1795
,270M, Num_Chunks:15,13.1009
,271M, Num_Chunks:15,17.7524
,271M, Num_Chunks:15,20.2454
,271M, Num_Chunks:15,21.1650
,271M, Num_Chunks:15,23.8978
,271M, Num_Chunks:15,17.6867
,271M, Num_Chunks:15,20.6622
,271M, Num_Chunks:15,19.1565
,271M, Num_Chunks:15,14.7866
,271M, Num_Chunks:15,22.7248
,271M, Num_Chunks:15,13.3512
,272M, Num_Chunks:15,15.7124
,272M, Num_Chunks:15,21.8149
,272M, Num_Chunks:15,16.1527
,272M, Num_Chunks:15,24.8334
,272M, Num_Chunks:15,17.4595
,272M, Num_Chunks:15,21.7837
,272M, Num_Chunks:15,17.7318
,272M, Num_Chunks:15,22.1255
,272M, Num_Chunks:15,21.2099
,272M, Num_Chunks:15,28.5698
,273M, Num_Chunks:15,22.2346
,273M, Num_Chunks:15,15.4490
,273M, Num_Chunks:15,24.0093
,273M, Num_Chunks:15,16.1214
,273M, Num_Chunks:15,18.6906
,273M, Num_Chunks:15,22.3398
,273M, Num_Chunks:15,19.1699
,273M, Num_Chunks:15,13.6231
,273M, Num_Chunks:15,15.3909
,273M, Num_Chunks:15,18.5757
,274M, Num_Chunks:14,22.3873
,274M, Num_Chunks:14,22.3902
,274M, Num_Chunks:14,18.2271
,274M, Num_Chunks:14,25.8374
,274M, Num_Chunks:14,17.6194
,274M, Num_Chunks:14,19.0592
,274M, Num_Chunks:14,14.6756
,274M, Num_Chunks:14,16.4974
,274M, Num_Chunks:14,28.0965
,274M, Num_Chunks:14,25.9392
,275M, Num_Chunks:14,21.2872
,275M, Num_Chunks:14,16.2357
,275M, Num_Chunks:14,26.6960
,275M, Num_Chunks:14,25.4639
,275M, Num_Chunks:14,23.5462
,275M, Num_Chunks:14,14.3836
,275M, Num_Chunks:14,18.3874
,275M, Num_Chunks:14,19.7479
,275M, Num_Chunks:14,18.7321
,275M, Num_Chunks:14,17.6922
,276M, Num_Chunks:14,24.9745
,276M, Num_Chunks:14,14.8191
,276M, Num_Chunks:14,20.4029
,276M, Num_Chunks:14,17.7996
,276M, Num_Chunks:14,26.0063
,276M, Num_Chunks:14,20.2680
,276M, Num_Chunks:14,20.3274
,276M, Num_Chunks:14,23.4567
,276M, Num_Chunks:14,16.2467
,276M, Num_Chunks:14,23.7436
,277M, Num_Chunks:14,18.1062
,277M, Num_Chunks:14,23.1129
,277M, Num_Chunks:14,24.2039
,277M, Num_Chunks:14,17.8800
,277M, Num_Chunks:14,17.6110
,277M, Num_Chunks:14,15.7386
,277M, Num_Chunks:14,21.6301
,277M, Num_Chunks:14,21.8124
,277M, Num_Chunks:14,21.4446
,277M, Num_Chunks:14,26.0874
,278M, Num_Chunks:14,21.3899
,278M, Num_Chunks:14,17.7610
,278M, Num_Chunks:14,19.4230
,278M, Num_Chunks:14,26.3049
,278M, Num_Chunks:14,20.8686
,278M, Num_Chunks:14,18.4533
,278M, Num_Chunks:14,18.5901
,278M, Num_Chunks:14,17.1855
,278M, Num_Chunks:14,22.0493
,278M, Num_Chunks:14,16.1383
,279M, Num_Chunks:14,20.2471
,279M, Num_Chunks:14,17.8332
,279M, Num_Chunks:14,17.9110
,279M, Num_Chunks:14,28.3522
,279M, Num_Chunks:14,14.9792
,279M, Num_Chunks:14,18.6682
,279M, Num_Chunks:14,18.7520
,279M, Num_Chunks:14,25.5513
,279M, Num_Chunks:14,19.3985
,279M, Num_Chunks:14,27.3374
,280M, Num_Chunks:14,15.9614
,280M, Num_Chunks:14,17.3575
,280M, Num_Chunks:14,19.0167
,280M, Num_Chunks:14,18.4796
,280M, Num_Chunks:14,22.4821
,280M, Num_Chunks:14,26.3013
,280M, Num_Chunks:14,15.9287
,280M, Num_Chunks:14,18.9168
,280M, Num_Chunks:14,25.1082
,280M, Num_Chunks:14,23.4765
,281M, Num_Chunks:14,24.1027
,281M, Num_Chunks:14,22.3182
,281M, Num_Chunks:14,17.9689
,281M, Num_Chunks:14,25.4325
,281M, Num_Chunks:14,16.9894
,281M, Num_Chunks:14,17.9843
,281M, Num_Chunks:14,23.2793
,281M, Num_Chunks:14,18.1068
,281M, Num_Chunks:14,24.8041
,281M, Num_Chunks:14,19.0430
,282M, Num_Chunks:14,25.5154
,282M, Num_Chunks:14,19.0650
,282M, Num_Chunks:14,24.4244
,282M, Num_Chunks:14,18.7443
,282M, Num_Chunks:14,19.2114
,282M, Num_Chunks:14,18.5042
,282M, Num_Chunks:14,22.0545
,282M, Num_Chunks:14,25.4002
,282M, Num_Chunks:14,20.7304
,282M, Num_Chunks:14,19.3791
,283M, Num_Chunks:14,18.5619
,283M, Num_Chunks:14,16.2441
,283M, Num_Chunks:14,24.7702
,283M, Num_Chunks:14,18.6821
,283M, Num_Chunks:14,18.5708
,283M, Num_Chunks:14,18.6626
,283M, Num_Chunks:14,16.1195
,283M, Num_Chunks:14,24.1536
,283M, Num_Chunks:14,18.0852
,283M, Num_Chunks:14,23.4264
,284M, Num_Chunks:14,19.2905
,284M, Num_Chunks:14,18.4637
,284M, Num_Chunks:14,18.5700
,284M, Num_Chunks:14,18.3233
,284M, Num_Chunks:14,24.9409
,284M, Num_Chunks:14,21.5886
,284M, Num_Chunks:14,21.0491
,284M, Num_Chunks:14,15.9931
,284M, Num_Chunks:14,18.5818
,284M, Num_Chunks:14,16.0011
,285M, Num_Chunks:14,18.1351
,285M, Num_Chunks:14,21.6221
,285M, Num_Chunks:14,16.0437
,285M, Num_Chunks:14,22.3535
,285M, Num_Chunks:14,18.2549
,285M, Num_Chunks:14,19.0603
,285M, Num_Chunks:14,19.0238
,285M, Num_Chunks:14,16.1067
,285M, Num_Chunks:14,17.2375
,285M, Num_Chunks:14,20.2470
,286M, Num_Chunks:14,22.8183
,286M, Num_Chunks:14,19.6293
,286M, Num_Chunks:14,17.9854
,286M, Num_Chunks:14,21.4645
,286M, Num_Chunks:14,19.2120
,286M, Num_Chunks:14,20.0619
,286M, Num_Chunks:14,18.5837
,286M, Num_Chunks:14,21.5655
,286M, Num_Chunks:14,24.2705
,286M, Num_Chunks:14,24.5187
,287M, Num_Chunks:14,24.3934
,287M, Num_Chunks:14,22.7341
,287M, Num_Chunks:14,16.9843
,287M, Num_Chunks:14,23.1332
,287M, Num_Chunks:14,22.6730
,287M, Num_Chunks:14,15.8460
,287M, Num_Chunks:14,20.2626
,287M, Num_Chunks:14,23.2193
,287M, Num_Chunks:14,27.1468
,287M, Num_Chunks:14,17.3295
,288M, Num_Chunks:14,14.3955
,288M, Num_Chunks:14,18.8164
,288M, Num_Chunks:14,19.8367
,288M, Num_Chunks:14,19.3564
,288M, Num_Chunks:14,23.4428
,288M, Num_Chunks:14,18.0863
,288M, Num_Chunks:14,18.3494
,288M, Num_Chunks:14,14.1855
,288M, Num_Chunks:14,21.8174
,288M, Num_Chunks:14,28.1745
,289M, Num_Chunks:14,20.8509
,289M, Num_Chunks:14,14.0807
,289M, Num_Chunks:14,15.6973
,289M, Num_Chunks:14,15.1477
,289M, Num_Chunks:14,20.1414
,289M, Num_Chunks:14,18.7591
,289M, Num_Chunks:14,24.8704
,289M, Num_Chunks:14,18.3239
,289M, Num_Chunks:14,18.8948
,289M, Num_Chunks:14,19.3351
,290M, Num_Chunks:14,23.1685
,290M, Num_Chunks:14,19.2181
,290M, Num_Chunks:14,21.2658
,290M, Num_Chunks:14,28.1229
,290M, Num_Chunks:14,24.0637
,290M, Num_Chunks:14,25.7175
,290M, Num_Chunks:14,24.2546
,290M, Num_Chunks:14,22.4529
,290M, Num_Chunks:14,21.9256
,290M, Num_Chunks:14,14.8131
,291M, Num_Chunks:14,17.1833
,291M, Num_Chunks:14,21.2917
,291M, Num_Chunks:14,24.1868
,291M, Num_Chunks:14,24.2548
,291M, Num_Chunks:14,21.2848
,291M, Num_Chunks:14,18.4584
,291M, Num_Chunks:14,23.7994
,291M, Num_Chunks:14,16.3561
,291M, Num_Chunks:14,19.0215
,291M, Num_Chunks:14,16.7328
,292M, Num_Chunks:14,20.2367
,292M, Num_Chunks:14,18.7307
,292M, Num_Chunks:14,21.8312
,292M, Num_Chunks:14,19.9773
,292M, Num_Chunks:14,16.1335
,292M, Num_Chunks:14,16.5673
,292M, Num_Chunks:14,19.6336
,292M, Num_Chunks:14,26.9735
,292M, Num_Chunks:14,16.2635
,292M, Num_Chunks:14,25.1634
,293M, Num_Chunks:13,14.8173
,293M, Num_Chunks:13,24.4099
,293M, Num_Chunks:13,15.4653
,293M, Num_Chunks:13,25.2581
,293M, Num_Chunks:13,25.8736
,293M, Num_Chunks:13,26.2347
,293M, Num_Chunks:13,14.3212
,293M, Num_Chunks:13,19.4737
,293M, Num_Chunks:13,24.4421
,293M, Num_Chunks:13,22.7922
,294M, Num_Chunks:13,29.7478
,294M, Num_Chunks:13,23.0970
,294M, Num_Chunks:13,20.5219
,294M, Num_Chunks:13,19.0162
,294M, Num_Chunks:13,14.0485
,294M, Num_Chunks:13,21.8630
,294M, Num_Chunks:13,22.1423
,294M, Num_Chunks:13,17.3666
,294M, Num_Chunks:13,23.1102
,294M, Num_Chunks:13,24.6950
,295M, Num_Chunks:13,31.9439
,295M, Num_Chunks:13,26.1661
,295M, Num_Chunks:13,23.7304
,295M, Num_Chunks:13,21.0446
,295M, Num_Chunks:13,19.4366
,295M, Num_Chunks:13,23.6733
,295M, Num_Chunks:13,19.2481
,295M, Num_Chunks:13,22.6166
,295M, Num_Chunks:13,17.5940
,295M, Num_Chunks:13,26.1410
,296M, Num_Chunks:13,29.4727
,296M, Num_Chunks:13,20.9630
,296M, Num_Chunks:13,18.7113
,296M, Num_Chunks:13,16.1111
,296M, Num_Chunks:13,16.9578
,296M, Num_Chunks:13,17.2431
,296M, Num_Chunks:13,26.6695
,296M, Num_Chunks:13,18.0814
,296M, Num_Chunks:13,14.0989
,296M, Num_Chunks:13,17.2488
,297M, Num_Chunks:13,25.9221
,297M, Num_Chunks:13,25.2663
,297M, Num_Chunks:13,26.1898
,297M, Num_Chunks:13,18.8881
,297M, Num_Chunks:13,24.0808
,297M, Num_Chunks:13,15.5269
,297M, Num_Chunks:13,24.7180
,297M, Num_Chunks:13,18.5847
,297M, Num_Chunks:13,15.4915
,297M, Num_Chunks:13,20.7578
,298M, Num_Chunks:13,26.6734
,298M, Num_Chunks:13,17.6964
,298M, Num_Chunks:13,17.5618
,298M, Num_Chunks:13,16.7575
,298M, Num_Chunks:13,19.0833
,298M, Num_Chunks:13,18.9224
,298M, Num_Chunks:13,19.4329
,298M, Num_Chunks:13,20.2662
,298M, Num_Chunks:13,18.2465
,298M, Num_Chunks:13,18.6008
,299M, Num_Chunks:13,20.4171
,299M, Num_Chunks:13,17.7065
,299M, Num_Chunks:13,19.8134
,299M, Num_Chunks:13,17.0443
,299M, Num_Chunks:13,18.6548
,299M, Num_Chunks:13,21.7813
,299M, Num_Chunks:13,16.7066
,299M, Num_Chunks:13,25.4672
,299M, Num_Chunks:13,22.3423
,299M, Num_Chunks:13,25.2499
,300M, Num_Chunks:13,16.4522
,300M, Num_Chunks:13,19.5962
,300M, Num_Chunks:13,17.8752
,300M, Num_Chunks:13,22.4594
,300M, Num_Chunks:13,23.7135
,300M, Num_Chunks:13,18.9126
,300M, Num_Chunks:13,23.9217
,300M, Num_Chunks:13,16.3186
,300M, Num_Chunks:13,24.6661
,300M, Num_Chunks:13,22.9704
,301M, Num_Chunks:13,23.3504
,301M, Num_Chunks:13,21.8895
,301M, Num_Chunks:13,17.1668
,301M, Num_Chunks:13,25.1858
,301M, Num_Chunks:13,19.0077
,301M, Num_Chunks:13,20.0965
,301M, Num_Chunks:13,19.8383
,301M, Num_Chunks:13,17.3505
,301M, Num_Chunks:13,18.5480
,301M, Num_Chunks:13,24.7027
,302M, Num_Chunks:13,25.0164
,302M, Num_Chunks:13,20.7644
,302M, Num_Chunks:13,20.7453
,302M, Num_Chunks:13,26.5447
,302M, Num_Chunks:13,16.3856
,302M, Num_Chunks:13,23.3273
,302M, Num_Chunks:13,24.8488
,302M, Num_Chunks:13,16.4982
,302M, Num_Chunks:13,22.0523
,302M, Num_Chunks:13,20.5013
,303M, Num_Chunks:13,26.1089
,303M, Num_Chunks:13,27.0649
,303M, Num_Chunks:13,15.1249
,303M, Num_Chunks:13,19.5185
,303M, Num_Chunks:13,20.2764
,303M, Num_Chunks:13,18.0251
,303M, Num_Chunks:13,22.7422
,303M, Num_Chunks:13,19.2261
,303M, Num_Chunks:13,16.7293
,303M, Num_Chunks:13,20.5619
,304M, Num_Chunks:13,30.2767
,304M, Num_Chunks:13,24.8487
,304M, Num_Chunks:13,20.0986
,304M, Num_Chunks:13,26.0303
,304M, Num_Chunks:13,26.0328
,304M, Num_Chunks:13,16.6200
,304M, Num_Chunks:13,24.6834
,304M, Num_Chunks:13,18.7324
,304M, Num_Chunks:13,19.2544
,304M, Num_Chunks:13,24.7194
,305M, Num_Chunks:13,17.5343
,305M, Num_Chunks:13,23.6690
,305M, Num_Chunks:13,22.5819
,305M, Num_Chunks:13,19.5565
,305M, Num_Chunks:13,21.7266
,305M, Num_Chunks:13,17.1339
,305M, Num_Chunks:13,19.9224
,305M, Num_Chunks:13,26.0281
,305M, Num_Chunks:13,15.5484
,305M, Num_Chunks:13,19.0157
,306M, Num_Chunks:13,15.5351
,306M, Num_Chunks:13,19.2637
,306M, Num_Chunks:13,21.9058
,306M, Num_Chunks:13,22.2317
,306M, Num_Chunks:13,21.9399
,306M, Num_Chunks:13,26.7980
,306M, Num_Chunks:13,18.8015
,306M, Num_Chunks:13,15.5301
,306M, Num_Chunks:13,18.6892
,306M, Num_Chunks:13,25.3374
,307M, Num_Chunks:13,16.9239
,307M, Num_Chunks:13,17.1943
,307M, Num_Chunks:13,21.9202
,307M, Num_Chunks:13,29.8036
,307M, Num_Chunks:13,23.2520
,307M, Num_Chunks:13,19.7774
,307M, Num_Chunks:13,17.1786
,307M, Num_Chunks:13,23.0997
,307M, Num_Chunks:13,18.4314
,307M, Num_Chunks:13,16.6040
,308M, Num_Chunks:13,22.0559
,308M, Num_Chunks:13,16.6710
,308M, Num_Chunks:13,22.3020
,308M, Num_Chunks:13,25.5397
,308M, Num_Chunks:13,21.2351
,308M, Num_Chunks:13,24.8431
,308M, Num_Chunks:13,18.8363
,308M, Num_Chunks:13,14.4376
,308M, Num_Chunks:13,15.4883
,308M, Num_Chunks:13,24.8535
,309M, Num_Chunks:13,18.3148
,309M, Num_Chunks:13,19.1969
,309M, Num_Chunks:13,17.6455
,309M, Num_Chunks:13,17.3949
,309M, Num_Chunks:13,18.9125
,309M, Num_Chunks:13,19.0876
,309M, Num_Chunks:13,24.6117
,309M, Num_Chunks:13,16.2359
,309M, Num_Chunks:13,26.0047
,309M, Num_Chunks:13,23.2653
,310M, Num_Chunks:13,19.4206
,310M, Num_Chunks:13,22.2223
,310M, Num_Chunks:13,19.6010
,310M, Num_Chunks:13,18.3824
,310M, Num_Chunks:13,26.1505
,310M, Num_Chunks:13,20.4679
,310M, Num_Chunks:13,19.3555
,310M, Num_Chunks:13,19.3023
,310M, Num_Chunks:13,23.3100
,310M, Num_Chunks:13,16.7235
,311M, Num_Chunks:13,23.6813
,311M, Num_Chunks:13,20.7729
,311M, Num_Chunks:13,26.6316
,311M, Num_Chunks:13,19.1019
,311M, Num_Chunks:13,17.9617
,311M, Num_Chunks:13,21.4660
,311M, Num_Chunks:13,24.5451
,311M, Num_Chunks:13,21.0230
,311M, Num_Chunks:13,22.9886
,311M, Num_Chunks:13,25.7945
,312M, Num_Chunks:13,20.8858
,312M, Num_Chunks:13,23.7475
,312M, Num_Chunks:13,21.4113
,312M, Num_Chunks:13,26.6117
,312M, Num_Chunks:13,21.1177
,312M, Num_Chunks:13,26.7072
,312M, Num_Chunks:13,16.7984
,312M, Num_Chunks:13,24.5877
,312M, Num_Chunks:13,22.5864
,312M, Num_Chunks:13,20.5933
,313M, Num_Chunks:13,16.9385
,313M, Num_Chunks:13,16.4456
,313M, Num_Chunks:13,24.1737
,313M, Num_Chunks:13,17.9252
,313M, Num_Chunks:13,14.7855
,313M, Num_Chunks:13,16.8634
,313M, Num_Chunks:13,23.7637
,313M, Num_Chunks:13,21.0368
,313M, Num_Chunks:13,18.3889
,313M, Num_Chunks:13,20.7192
,314M, Num_Chunks:13,23.0215
,314M, Num_Chunks:13,15.5348
,314M, Num_Chunks:13,22.2925
,314M, Num_Chunks:13,22.5447
,314M, Num_Chunks:13,17.2586
,314M, Num_Chunks:13,16.9911
,314M, Num_Chunks:13,20.6837
,314M, Num_Chunks:13,18.6556
,314M, Num_Chunks:13,19.1166
,314M, Num_Chunks:13,19.1593
,315M, Num_Chunks:13,19.2606
,315M, Num_Chunks:13,19.7151
,315M, Num_Chunks:13,26.8931
,315M, Num_Chunks:13,18.7861
,315M, Num_Chunks:13,22.9711
,315M, Num_Chunks:13,22.6305
,315M, Num_Chunks:13,21.7597
,315M, Num_Chunks:13,23.8283
,315M, Num_Chunks:13,19.8554
,315M, Num_Chunks:13,16.8304
,316M, Num_Chunks:12,28.0851
,316M, Num_Chunks:12,23.5997
,316M, Num_Chunks:12,20.7916
,316M, Num_Chunks:12,21.2070
,316M, Num_Chunks:12,19.3988
,316M, Num_Chunks:12,16.4297
,316M, Num_Chunks:12,22.2784
,316M, Num_Chunks:12,16.0975
,316M, Num_Chunks:12,24.4884
,316M, Num_Chunks:12,18.0479
,317M, Num_Chunks:12,14.7675
,317M, Num_Chunks:12,18.1561
,317M, Num_Chunks:12,18.1274
,317M, Num_Chunks:12,23.1966
,317M, Num_Chunks:12,24.2480
,317M, Num_Chunks:12,26.8041
,317M, Num_Chunks:12,17.4012
,317M, Num_Chunks:12,20.5221
,317M, Num_Chunks:12,25.5436
,317M, Num_Chunks:12,25.9105
,318M, Num_Chunks:12,16.3527
,318M, Num_Chunks:12,18.6237
,318M, Num_Chunks:12,18.6975
,318M, Num_Chunks:12,21.6930
,318M, Num_Chunks:12,28.2783
,318M, Num_Chunks:12,20.5141
,318M, Num_Chunks:12,19.2322
,318M, Num_Chunks:12,16.8661
,318M, Num_Chunks:12,20.7884
,318M, Num_Chunks:12,18.9557
,319M, Num_Chunks:12,22.9699
,319M, Num_Chunks:12,24.3956
,319M, Num_Chunks:12,30.3211
,319M, Num_Chunks:12,17.6376
,319M, Num_Chunks:12,19.6505
,319M, Num_Chunks:12,31.1553
,319M, Num_Chunks:12,23.5613
