File Name,Chunk Size (MB),Number of Chunks,Run Time (Seconds)
,172M, Num_Chunks:23,13.9843
,172M, Num_Chunks:23,13.4742
,172M, Num_Chunks:23,12.1848
,173M, Num_Chunks:23,14.6125
,173M, Num_Chunks:23,13.5623
,173M, Num_Chunks:23,13.6939
,173M, Num_Chunks:23,12.5769
,173M, Num_Chunks:23,16.3254
,173M, Num_Chunks:23,18.6103
,173M, Num_Chunks:23,14.6366
,173M, Num_Chunks:23,14.9326
,173M, Num_Chunks:23,14.6687
,173M, Num_Chunks:23,15.2025
,174M, Num_Chunks:23,16.1388
,174M, Num_Chunks:23,13.9236
,174M, Num_Chunks:23,12.8467
,174M, Num_Chunks:23,14.7855
,174M, Num_Chunks:23,15.0190
,174M, Num_Chunks:23,14.0474
,174M, Num_Chunks:23,18.4447
,174M, Num_Chunks:23,17.9167
,174M, Num_Chunks:23,18.3836
,174M, Num_Chunks:23,14.2747
,175M, Num_Chunks:23,20.5957
,175M, Num_Chunks:23,13.5593
,175M, Num_Chunks:23,15.6189
,175M, Num_Chunks:23,14.4294
,175M, Num_Chunks:23,17.3481
,175M, Num_Chunks:23,15.7689
,175M, Num_Chunks:23,15.5623
,175M, Num_Chunks:23,12.9618
,175M, Num_Chunks:23,12.7898
,175M, Num_Chunks:23,13.9359
,176M, Num_Chunks:23,15.0506
,176M, Num_Chunks:23,14.1831
,176M, Num_Chunks:23,16.8826
,176M, Num_Chunks:23,20.5581
,176M, Num_Chunks:23,15.0248
,176M, Num_Chunks:23,12.2290
,176M, Num_Chunks:23,22.8334
,176M, Num_Chunks:23,12.8946
,176M, Num_Chunks:23,21.1947
,176M, Num_Chunks:23,16.1008
,177M, Num_Chunks:23,14.4921
,177M, Num_Chunks:23,18.1785
,177M, Num_Chunks:23,16.1607
,177M, Num_Chunks:23,14.9254
,177M, Num_Chunks:23,14.3892
,177M, Num_Chunks:23,15.1954
,177M, Num_Chunks:23,14.8554
,177M, Num_Chunks:23,18.4950
,177M, Num_Chunks:23,14.7576
,177M, Num_Chunks:23,16.1262
,178M, Num_Chunks:23,12.2631
,178M, Num_Chunks:23,13.8533
,178M, Num_Chunks:23,15.0824
,178M, Num_Chunks:23,14.3962
,178M, Num_Chunks:23,17.4891
,178M, Num_Chunks:23,14.8508
,178M, Num_Chunks:23,14.7474
,178M, Num_Chunks:23,16.2576
,178M, Num_Chunks:23,18.0513
,178M, Num_Chunks:23,15.3153
,179M, Num_Chunks:22,18.5110
,179M, Num_Chunks:22,13.9509
,179M, Num_Chunks:22,12.7182
,179M, Num_Chunks:22,13.8264
,179M, Num_Chunks:22,15.2437
,179M, Num_Chunks:22,19.6067
,179M, Num_Chunks:22,19.6724
,179M, Num_Chunks:22,15.6781
,179M, Num_Chunks:22,19.0876
,179M, Num_Chunks:22,16.8152
,180M, Num_Chunks:22,15.2214
,180M, Num_Chunks:22,24.2589
,180M, Num_Chunks:22,16.5628
,180M, Num_Chunks:22,15.5333
,180M, Num_Chunks:22,13.7937
,180M, Num_Chunks:22,14.3178
,180M, Num_Chunks:22,17.0158
,180M, Num_Chunks:22,16.6982
,180M, Num_Chunks:22,16.3727
,180M, Num_Chunks:22,15.4416
,181M, Num_Chunks:22,21.8657
,181M, Num_Chunks:22,16.5871
,181M, Num_Chunks:22,18.0182
,181M, Num_Chunks:22,17.0695
,181M, Num_Chunks:22,11.8496
,181M, Num_Chunks:22,12.8343
,181M, Num_Chunks:22,18.0059
,181M, Num_Chunks:22,14.4902
,181M, Num_Chunks:22,13.3321
,181M, Num_Chunks:22,13.3153
,182M, Num_Chunks:22,18.3625
,182M, Num_Chunks:22,21.8789
,182M, Num_Chunks:22,16.2747
,182M, Num_Chunks:22,16.9755
,182M, Num_Chunks:22,18.6716
,182M, Num_Chunks:22,18.5100
,182M, Num_Chunks:22,12.0577
,182M, Num_Chunks:22,15.8415
,182M, Num_Chunks:22,21.2177
,182M, Num_Chunks:22,15.9843
,183M, Num_Chunks:22,16.2781
,183M, Num_Chunks:22,16.8190
,183M, Num_Chunks:22,20.2787
,183M, Num_Chunks:22,19.2613
,183M, Num_Chunks:22,12.8109
,183M, Num_Chunks:22,14.0116
,183M, Num_Chunks:22,15.6878
,183M, Num_Chunks:22,15.2276
,183M, Num_Chunks:22,14.2082
,183M, Num_Chunks:22,22.5942
,184M, Num_Chunks:22,18.0158
,184M, Num_Chunks:22,26.8096
,184M, Num_Chunks:22,16.3456
,184M, Num_Chunks:22,14.8490
,184M, Num_Chunks:22,15.0308
,184M, Num_Chunks:22,14.5702
,184M, Num_Chunks:22,22.7419
,184M, Num_Chunks:22,13.6490
,184M, Num_Chunks:22,16.1879
,184M, Num_Chunks:22,13.3140
,185M, Num_Chunks:22,15.6350
,185M, Num_Chunks:22,17.4411
,185M, Num_Chunks:22,16.6599
,185M, Num_Chunks:22,14.6585
,185M, Num_Chunks:22,21.9882
,185M, Num_Chunks:22,15.4998
,185M, Num_Chunks:22,23.3567
,185M, Num_Chunks:22,15.6403
,185M, Num_Chunks:22,14.3392
,185M, Num_Chunks:22,12.3478
,186M, Num_Chunks:22,17.8096
,186M, Num_Chunks:22,17.5864
,186M, Num_Chunks:22,24.0106
,186M, Num_Chunks:22,17.6161
,186M, Num_Chunks:22,16.7209
,186M, Num_Chunks:22,24.1679
,186M, Num_Chunks:22,26.4043
,186M, Num_Chunks:22,17.6453
,186M, Num_Chunks:22,15.7560
,186M, Num_Chunks:22,15.1132
,187M, Num_Chunks:21,17.3959
,187M, Num_Chunks:21,14.6577
,187M, Num_Chunks:21,17.0133
,187M, Num_Chunks:21,16.3692
,187M, Num_Chunks:21,12.4262
,187M, Num_Chunks:21,14.3948
,187M, Num_Chunks:21,14.0644
,187M, Num_Chunks:21,21.0730
,187M, Num_Chunks:21,16.7785
,187M, Num_Chunks:21,14.5333
,188M, Num_Chunks:21,16.0854
,188M, Num_Chunks:21,16.5398
,188M, Num_Chunks:21,17.1312
,188M, Num_Chunks:21,22.3606
,188M, Num_Chunks:21,17.6844
,188M, Num_Chunks:21,14.7574
,188M, Num_Chunks:21,16.1335
,188M, Num_Chunks:21,20.1334
,188M, Num_Chunks:21,13.3135
,188M, Num_Chunks:21,17.2839
,189M, Num_Chunks:21,27.0190
,189M, Num_Chunks:21,16.2255
,189M, Num_Chunks:21,17.8440
,189M, Num_Chunks:21,20.7454
,189M, Num_Chunks:21,19.9450
,189M, Num_Chunks:21,16.8153
,189M, Num_Chunks:21,17.9830
,189M, Num_Chunks:21,13.6460
,189M, Num_Chunks:21,20.5437
,189M, Num_Chunks:21,17.2737
,190M, Num_Chunks:21,19.2166
,190M, Num_Chunks:21,16.7693
,190M, Num_Chunks:21,16.3515
,190M, Num_Chunks:21,16.9417
,190M, Num_Chunks:21,21.9084
,190M, Num_Chunks:21,16.2662
,190M, Num_Chunks:21,16.5255
,190M, Num_Chunks:21,17.0163
,190M, Num_Chunks:21,17.0426
,190M, Num_Chunks:21,19.4267
,191M, Num_Chunks:21,19.0854
,191M, Num_Chunks:21,27.5406
,191M, Num_Chunks:21,13.5010
,191M, Num_Chunks:21,15.4295
,191M, Num_Chunks:21,19.8045
,191M, Num_Chunks:21,15.2742
,191M, Num_Chunks:21,13.2645
,191M, Num_Chunks:21,15.2402
,191M, Num_Chunks:21,17.1482
,191M, Num_Chunks:21,17.7949
,192M, Num_Chunks:21,18.4346
,192M, Num_Chunks:21,18.3635
,192M, Num_Chunks:21,17.3789
,192M, Num_Chunks:21,13.8587
,192M, Num_Chunks:21,16.0930
,192M, Num_Chunks:21,14.9836
,192M, Num_Chunks:21,19.0015
,192M, Num_Chunks:21,20.0669
,192M, Num_Chunks:21,13.4282
,192M, Num_Chunks:21,16.6906
,193M, Num_Chunks:21,15.2181
,193M, Num_Chunks:21,14.6937
,193M, Num_Chunks:21,17.4884
,193M, Num_Chunks:21,15.0442
,193M, Num_Chunks:21,16.6402
,193M, Num_Chunks:21,25.4340
,193M, Num_Chunks:21,13.7789
,193M, Num_Chunks:21,15.7010
,193M, Num_Chunks:21,18.2041
,193M, Num_Chunks:21,17.9754
,194M, Num_Chunks:21,19.5579
,194M, Num_Chunks:21,16.5205
,194M, Num_Chunks:21,17.3645
,194M, Num_Chunks:21,13.1004
,194M, Num_Chunks:21,15.1469
,194M, Num_Chunks:21,13.8563
,194M, Num_Chunks:21,25.3669
,194M, Num_Chunks:21,15.1543
,194M, Num_Chunks:21,16.6808
,194M, Num_Chunks:21,17.1347
,195M, Num_Chunks:21,15.1273
,195M, Num_Chunks:21,14.5418
,195M, Num_Chunks:21,14.9672
,195M, Num_Chunks:21,15.3569
,195M, Num_Chunks:21,20.3225
,195M, Num_Chunks:21,15.8334
,195M, Num_Chunks:21,12.6124
,195M, Num_Chunks:21,16.0226
,195M, Num_Chunks:21,17.3811
,195M, Num_Chunks:21,17.1698
,196M, Num_Chunks:20,13.9074
,196M, Num_Chunks:20,14.5613
,196M, Num_Chunks:20,15.6663
,196M, Num_Chunks:20,16.3489
,196M, Num_Chunks:20,17.4677
,196M, Num_Chunks:20,29.6806
,196M, Num_Chunks:20,17.7730
,196M, Num_Chunks:20,27.8857
,196M, Num_Chunks:20,20.0696
,196M, Num_Chunks:20,19.3142
,197M, Num_Chunks:20,25.2746
,197M, Num_Chunks:20,21.1499
,197M, Num_Chunks:20,12.2284
,197M, Num_Chunks:20,18.0444
,197M, Num_Chunks:20,17.9867
,197M, Num_Chunks:20,19.6648
,197M, Num_Chunks:20,17.2581
,197M, Num_Chunks:20,16.0249
,197M, Num_Chunks:20,21.5736
,197M, Num_Chunks:20,17.5943
,198M, Num_Chunks:20,16.8478
,198M, Num_Chunks:20,14.5644
,198M, Num_Chunks:20,17.3565
,198M, Num_Chunks:20,16.8369
,198M, Num_Chunks:20,15.4487
,198M, Num_Chunks:20,24.7425
,198M, Num_Chunks:20,27.1953
,198M, Num_Chunks:20,14.1941
,198M, Num_Chunks:20,16.6562
,198M, Num_Chunks:20,20.2654
,199M, Num_Chunks:20,20.2809
,199M, Num_Chunks:20,14.4073
,199M, Num_Chunks:20,16.0511
,199M, Num_Chunks:20,17.5563
,199M, Num_Chunks:20,14.4742
,199M, Num_Chunks:20,19.4089
,199M, Num_Chunks:20,16.9003
,199M, Num_Chunks:20,19.1166
,199M, Num_Chunks:20,16.6160
,199M, Num_Chunks:20,20.8300
,200M, Num_Chunks:20,27.3264
,200M, Num_Chunks:20,20.1608
,200M, Num_Chunks:20,15.6710
,200M, Num_Chunks:20,12.7842
,200M, Num_Chunks:20,16.3772
,200M, Num_Chunks:20,15.1635
,200M, Num_Chunks:20,17.7880
,200M, Num_Chunks:20,20.9703
,200M, Num_Chunks:20,14.8647
,200M, Num_Chunks:20,12.7182
,201M, Num_Chunks:20,14.5495
,201M, Num_Chunks:20,13.0199
,201M, Num_Chunks:20,28.3484
,201M, Num_Chunks:20,14.2464
,201M, Num_Chunks:20,14.4854
,201M, Num_Chunks:20,14.5801
,201M, Num_Chunks:20,16.6904
,201M, Num_Chunks:20,16.3555
,201M, Num_Chunks:20,24.2178
,201M, Num_Chunks:20,26.6368
,202M, Num_Chunks:20,20.5223
,202M, Num_Chunks:20,14.2242
,202M, Num_Chunks:20,14.6259
,202M, Num_Chunks:20,17.4319
,202M, Num_Chunks:20,13.2030
,202M, Num_Chunks:20,16.7718
,202M, Num_Chunks:20,14.2269
,202M, Num_Chunks:20,25.2484
,202M, Num_Chunks:20,17.9183
,202M, Num_Chunks:20,15.9804
,203M, Num_Chunks:20,20.7380
,203M, Num_Chunks:20,27.7610
,203M, Num_Chunks:20,28.2663
,203M, Num_Chunks:20,17.9448
,203M, Num_Chunks:20,14.2865
,203M, Num_Chunks:20,18.7877
,203M, Num_Chunks:20,27.7226
,203M, Num_Chunks:20,19.4970
,203M, Num_Chunks:20,18.7411
,203M, Num_Chunks:20,14.7578
,204M, Num_Chunks:20,13.6546
,204M, Num_Chunks:20,16.1931
,204M, Num_Chunks:20,20.1165
,204M, Num_Chunks:20,16.4596
,204M, Num_Chunks:20,26.7333
,204M, Num_Chunks:20,16.9187
,204M, Num_Chunks:20,18.4076
,204M, Num_Chunks:20,28.3655
,204M, Num_Chunks:20,26.0522
,204M, Num_Chunks:20,15.0298
,205M, Num_Chunks:19,17.2404
,205M, Num_Chunks:19,16.0088
,205M, Num_Chunks:19,22.3323
,205M, Num_Chunks:19,24.8248
,205M, Num_Chunks:19,15.3563
,205M, Num_Chunks:19,19.3708
,205M, Num_Chunks:19,15.8935
,205M, Num_Chunks:19,19.3152
,205M, Num_Chunks:19,17.5498
,205M, Num_Chunks:19,15.4224
,206M, Num_Chunks:19,14.8978
,206M, Num_Chunks:19,15.7773
,206M, Num_Chunks:19,17.9346
,206M, Num_Chunks:19,17.1489
,206M, Num_Chunks:19,14.6641
,206M, Num_Chunks:19,16.1990
,206M, Num_Chunks:19,16.9858
,206M, Num_Chunks:19,20.1822
,206M, Num_Chunks:19,15.1679
,206M, Num_Chunks:19,18.6614
,207M, Num_Chunks:19,14.5265
,207M, Num_Chunks:19,14.8994
,207M, Num_Chunks:19,15.7381
,207M, Num_Chunks:19,23.5529
,207M, Num_Chunks:19,16.6731
,207M, Num_Chunks:19,14.2534
,207M, Num_Chunks:19,18.2895
,207M, Num_Chunks:19,16.3076
,207M, Num_Chunks:19,22.8555
,207M, Num_Chunks:19,18.0232
,208M, Num_Chunks:19,15.1533
,208M, Num_Chunks:19,13.5643
,208M, Num_Chunks:19,16.9579
,208M, Num_Chunks:19,18.2849
,208M, Num_Chunks:19,25.8078
,208M, Num_Chunks:19,17.9959
,208M, Num_Chunks:19,18.1113
,208M, Num_Chunks:19,14.2885
,208M, Num_Chunks:19,21.6311
,208M, Num_Chunks:19,14.4306
,209M, Num_Chunks:19,18.0215
,209M, Num_Chunks:19,17.1408
,209M, Num_Chunks:19,20.7793
,209M, Num_Chunks:19,18.1142
,209M, Num_Chunks:19,20.7326
,209M, Num_Chunks:19,19.8611
,209M, Num_Chunks:19,15.8888
,209M, Num_Chunks:19,17.5784
,209M, Num_Chunks:19,17.3698
,209M, Num_Chunks:19,19.6171
,210M, Num_Chunks:19,13.9548
,210M, Num_Chunks:19,12.1006
,210M, Num_Chunks:19,21.7866
,210M, Num_Chunks:19,13.3775
,210M, Num_Chunks:19,18.6987
,210M, Num_Chunks:19,18.2835
,210M, Num_Chunks:19,15.2970
,210M, Num_Chunks:19,17.7699
,210M, Num_Chunks:19,14.3418
,210M, Num_Chunks:19,15.9493
,211M, Num_Chunks:19,19.0578
,211M, Num_Chunks:19,15.6950
,211M, Num_Chunks:19,18.1488
,211M, Num_Chunks:19,14.0050
,211M, Num_Chunks:19,15.5997
,211M, Num_Chunks:19,21.0331
,211M, Num_Chunks:19,15.7668
,211M, Num_Chunks:19,12.7208
,211M, Num_Chunks:19,18.6820
,211M, Num_Chunks:19,18.9390
,212M, Num_Chunks:19,15.2287
,212M, Num_Chunks:19,17.2215
,212M, Num_Chunks:19,16.4672
,212M, Num_Chunks:19,24.5162
,212M, Num_Chunks:19,20.9915
,212M, Num_Chunks:19,15.2863
,212M, Num_Chunks:19,15.5449
,212M, Num_Chunks:19,12.6957
,212M, Num_Chunks:19,15.3431
,212M, Num_Chunks:19,19.6389
,213M, Num_Chunks:19,20.6550
,213M, Num_Chunks:19,14.1782
,213M, Num_Chunks:19,14.2225
,213M, Num_Chunks:19,16.3055
,213M, Num_Chunks:19,17.7850
,213M, Num_Chunks:19,20.1443
,213M, Num_Chunks:19,23.7069
,213M, Num_Chunks:19,12.4763
,213M, Num_Chunks:19,16.3702
,213M, Num_Chunks:19,21.1873
,214M, Num_Chunks:19,20.6486
,214M, Num_Chunks:19,17.6678
,214M, Num_Chunks:19,15.3610
,214M, Num_Chunks:19,14.6389
,214M, Num_Chunks:19,20.0760
,214M, Num_Chunks:19,15.9835
,214M, Num_Chunks:19,15.7488
,214M, Num_Chunks:19,14.2119
,214M, Num_Chunks:19,13.9011
,214M, Num_Chunks:19,20.8366
,215M, Num_Chunks:19,17.5294
,215M, Num_Chunks:19,18.8815
,215M, Num_Chunks:19,18.7874
,215M, Num_Chunks:19,17.6004
,215M, Num_Chunks:19,18.7275
,215M, Num_Chunks:19,17.0723
,215M, Num_Chunks:19,16.3456
,215M, Num_Chunks:19,16.6966
,215M, Num_Chunks:19,16.0416
,215M, Num_Chunks:19,13.0082
,216M, Num_Chunks:18,21.1012
,216M, Num_Chunks:18,20.3611
,216M, Num_Chunks:18,16.8105
,216M, Num_Chunks:18,22.9273
,216M, Num_Chunks:18,13.4015
,216M, Num_Chunks:18,22.4644
,216M, Num_Chunks:18,18.3871
,216M, Num_Chunks:18,16.7205
,216M, Num_Chunks:18,16.7582
,216M, Num_Chunks:18,14.8182
,217M, Num_Chunks:18,14.4011
,217M, Num_Chunks:18,19.1124
,217M, Num_Chunks:18,19.9509
,217M, Num_Chunks:18,21.0564
,217M, Num_Chunks:18,17.5270
,217M, Num_Chunks:18,16.4058
,217M, Num_Chunks:18,14.6267
,217M, Num_Chunks:18,16.4822
,217M, Num_Chunks:18,19.5426
,217M, Num_Chunks:18,13.2135
,218M, Num_Chunks:18,22.5107
,218M, Num_Chunks:18,27.3508
,218M, Num_Chunks:18,19.9036
,218M, Num_Chunks:18,18.1642
,218M, Num_Chunks:18,21.9581
,218M, Num_Chunks:18,19.0758
,218M, Num_Chunks:18,14.1686
,218M, Num_Chunks:18,18.4646
,218M, Num_Chunks:18,19.8554
,218M, Num_Chunks:18,13.3595
,219M, Num_Chunks:18,14.7987
,219M, Num_Chunks:18,19.5354
,219M, Num_Chunks:18,24.5144
,219M, Num_Chunks:18,18.1585
,219M, Num_Chunks:18,15.5870
,219M, Num_Chunks:18,17.2664
,219M, Num_Chunks:18,20.2493
,219M, Num_Chunks:18,23.4937
,219M, Num_Chunks:18,17.7019
,219M, Num_Chunks:18,21.5852
,220M, Num_Chunks:18,20.3169
,220M, Num_Chunks:18,16.1854
,220M, Num_Chunks:18,20.9658
,220M, Num_Chunks:18,16.7993
,220M, Num_Chunks:18,16.7568
,220M, Num_Chunks:18,19.6336
,220M, Num_Chunks:18,24.3747
,220M, Num_Chunks:18,22.1954
,220M, Num_Chunks:18,17.0394
,220M, Num_Chunks:18,25.2091
,221M, Num_Chunks:18,16.5853
,221M, Num_Chunks:18,15.1931
,221M, Num_Chunks:18,13.5354
,221M, Num_Chunks:18,16.2855
,221M, Num_Chunks:18,14.1291
,221M, Num_Chunks:18,18.5091
,221M, Num_Chunks:18,20.9632
,221M, Num_Chunks:18,16.3145
,221M, Num_Chunks:18,24.5052
,221M, Num_Chunks:18,14.9625
,222M, Num_Chunks:18,14.6167
,222M, Num_Chunks:18,20.7051
,222M, Num_Chunks:18,15.4762
,222M, Num_Chunks:18,21.3470
,222M, Num_Chunks:18,16.2000
,222M, Num_Chunks:18,14.3479
,222M, Num_Chunks:18,24.4590
,222M, Num_Chunks:18,15.8537
,222M, Num_Chunks:18,18.7896
,222M, Num_Chunks:18,15.7646
,223M, Num_Chunks:18,19.6670
,223M, Num_Chunks:18,14.6462
,223M, Num_Chunks:18,19.0357
,223M, Num_Chunks:18,18.7199
,223M, Num_Chunks:18,18.2563
,223M, Num_Chunks:18,15.9236
,223M, Num_Chunks:18,16.4841
,223M, Num_Chunks:18,17.6656
,223M, Num_Chunks:18,21.3930
,223M, Num_Chunks:18,22.3026
,224M, Num_Chunks:18,13.7779
,224M, Num_Chunks:18,13.8383
,224M, Num_Chunks:18,19.2370
,224M, Num_Chunks:18,17.4558
,224M, Num_Chunks:18,17.1785
,224M, Num_Chunks:18,18.7520
,224M, Num_Chunks:18,14.9348
,224M, Num_Chunks:18,14.2610
,224M, Num_Chunks:18,24.8684
,224M, Num_Chunks:18,15.4701
,225M, Num_Chunks:18,16.0498
,225M, Num_Chunks:18,14.7871
,225M, Num_Chunks:18,13.4299
,225M, Num_Chunks:18,15.8822
,225M, Num_Chunks:18,19.7397
,225M, Num_Chunks:18,19.2870
,225M, Num_Chunks:18,17.1750
,225M, Num_Chunks:18,15.4278
,225M, Num_Chunks:18,16.0084
,225M, Num_Chunks:18,16.9736
,226M, Num_Chunks:18,16.8166
,226M, Num_Chunks:18,17.8844
,226M, Num_Chunks:18,12.0059
,226M, Num_Chunks:18,21.2508
,226M, Num_Chunks:18,19.3597
,226M, Num_Chunks:18,19.4304
,226M, Num_Chunks:18,16.3952
,226M, Num_Chunks:18,14.9293
,226M, Num_Chunks:18,16.4382
,226M, Num_Chunks:18,19.3805
,227M, Num_Chunks:18,16.8359
,227M, Num_Chunks:18,18.4444
,227M, Num_Chunks:18,20.6583
,227M, Num_Chunks:18,20.7454
,227M, Num_Chunks:18,20.0225
,227M, Num_Chunks:18,14.1480
,227M, Num_Chunks:18,16.7920
,227M, Num_Chunks:18,14.3700
,227M, Num_Chunks:18,15.1005
,227M, Num_Chunks:18,12.8291
,228M, Num_Chunks:17,22.3453
,228M, Num_Chunks:17,19.1402
,228M, Num_Chunks:17,20.7152
,228M, Num_Chunks:17,21.1481
,228M, Num_Chunks:17,16.7149
,228M, Num_Chunks:17,20.5881
,228M, Num_Chunks:17,19.0220
,228M, Num_Chunks:17,24.4070
,228M, Num_Chunks:17,16.7481
,228M, Num_Chunks:17,14.1890
,229M, Num_Chunks:17,17.9640
,229M, Num_Chunks:17,21.6570
,229M, Num_Chunks:17,19.4215
,229M, Num_Chunks:17,18.7947
,229M, Num_Chunks:17,16.3640
,229M, Num_Chunks:17,19.5332
,229M, Num_Chunks:17,20.2239
,229M, Num_Chunks:17,16.4313
,229M, Num_Chunks:17,15.8152
,229M, Num_Chunks:17,17.4296
,230M, Num_Chunks:17,16.6179
,230M, Num_Chunks:17,24.3374
,230M, Num_Chunks:17,19.4086
,230M, Num_Chunks:17,16.5198
,230M, Num_Chunks:17,15.9132
,230M, Num_Chunks:17,19.5476
,230M, Num_Chunks:17,22.2372
,230M, Num_Chunks:17,21.6712
,230M, Num_Chunks:17,14.1940
,230M, Num_Chunks:17,15.3314
,231M, Num_Chunks:17,17.5022
,231M, Num_Chunks:17,15.1753
,231M, Num_Chunks:17,22.6134
,231M, Num_Chunks:17,23.8584
,231M, Num_Chunks:17,15.0150
,231M, Num_Chunks:17,19.7601
,231M, Num_Chunks:17,14.9371
,231M, Num_Chunks:17,21.6419
,231M, Num_Chunks:17,19.7858
,231M, Num_Chunks:17,20.3678
,232M, Num_Chunks:17,16.5934
,232M, Num_Chunks:17,16.0124
,232M, Num_Chunks:17,15.4559
,232M, Num_Chunks:17,25.0914
,232M, Num_Chunks:17,18.6376
,232M, Num_Chunks:17,14.2468
,232M, Num_Chunks:17,25.4997
,232M, Num_Chunks:17,30.0216
,232M, Num_Chunks:17,21.7676
,232M, Num_Chunks:17,15.3593
,233M, Num_Chunks:17,15.5119
,233M, Num_Chunks:17,12.7540
,233M, Num_Chunks:17,16.0901
,233M, Num_Chunks:17,15.5130
,233M, Num_Chunks:17,15.2528
,233M, Num_Chunks:17,23.3030
,233M, Num_Chunks:17,19.1057
,233M, Num_Chunks:17,16.2852
,233M, Num_Chunks:17,19.5369
,233M, Num_Chunks:17,26.6191
,234M, Num_Chunks:17,28.3593
,234M, Num_Chunks:17,17.3644
,234M, Num_Chunks:17,19.6460
,234M, Num_Chunks:17,19.9495
,234M, Num_Chunks:17,13.2182
,234M, Num_Chunks:17,17.1679
,234M, Num_Chunks:17,18.3346
,234M, Num_Chunks:17,17.9465
,234M, Num_Chunks:17,18.7903
,234M, Num_Chunks:17,25.6771
,235M, Num_Chunks:17,25.4337
,235M, Num_Chunks:17,24.3677
,235M, Num_Chunks:17,16.2677
,235M, Num_Chunks:17,20.9427
,235M, Num_Chunks:17,16.7146
,235M, Num_Chunks:17,17.9515
,235M, Num_Chunks:17,24.8335
,235M, Num_Chunks:17,21.1082
,235M, Num_Chunks:17,16.9418
,235M, Num_Chunks:17,25.0298
,236M, Num_Chunks:17,21.4466
,236M, Num_Chunks:17,22.0388
,236M, Num_Chunks:17,19.3728
,236M, Num_Chunks:17,18.8788
,236M, Num_Chunks:17,17.1400
,236M, Num_Chunks:17,22.8606
,236M, Num_Chunks:17,21.0756
,236M, Num_Chunks:17,24.4486
,236M, Num_Chunks:17,14.2745
,236M, Num_Chunks:17,16.2416
,237M, Num_Chunks:17,20.0054
,237M, Num_Chunks:17,27.5279
,237M, Num_Chunks:17,20.5753
,237M, Num_Chunks:17,16.9739
,237M, Num_Chunks:17,26.5003
,237M, Num_Chunks:17,19.2771
,237M, Num_Chunks:17,23.2239
,237M, Num_Chunks:17,24.8062
,237M, Num_Chunks:17,19.6491
,237M, Num_Chunks:17,15.7428
,238M, Num_Chunks:17,17.6712
,238M, Num_Chunks:17,20.6907
,238M, Num_Chunks:17,18.0541
,238M, Num_Chunks:17,24.9461
,238M, Num_Chunks:17,15.5694
,238M, Num_Chunks:17,14.6515
,238M, Num_Chunks:17,16.8915
,238M, Num_Chunks:17,21.5738
,238M, Num_Chunks:17,16.5527
,238M, Num_Chunks:17,13.0172
,239M, Num_Chunks:17,14.8569
,239M, Num_Chunks:17,19.8384
,239M, Num_Chunks:17,23.3476
,239M, Num_Chunks:17,20.7734
,239M, Num_Chunks:17,16.6167
,239M, Num_Chunks:17,18.0372
,239M, Num_Chunks:17,17.0552
,239M, Num_Chunks:17,15.5269
,239M, Num_Chunks:17,22.7873
,239M, Num_Chunks:17,17.4718
,240M, Num_Chunks:17,14.4946
,240M, Num_Chunks:17,16.0471
,240M, Num_Chunks:17,18.6154
,240M, Num_Chunks:17,29.4632
,240M, Num_Chunks:17,22.4161
,240M, Num_Chunks:17,26.2737
,240M, Num_Chunks:17,18.8542
,240M, Num_Chunks:17,18.9661
,240M, Num_Chunks:17,20.7385
,240M, Num_Chunks:17,21.5856
,241M, Num_Chunks:16,25.4825
,241M, Num_Chunks:16,16.4457
,241M, Num_Chunks:16,22.5601
,241M, Num_Chunks:16,20.8581
,241M, Num_Chunks:16,14.9092
,241M, Num_Chunks:16,22.7910
,241M, Num_Chunks:16,17.3583
,241M, Num_Chunks:16,15.5991
,241M, Num_Chunks:16,17.4371
,241M, Num_Chunks:16,20.5185
,242M, Num_Chunks:16,15.3218
,242M, Num_Chunks:16,17.2742
,242M, Num_Chunks:16,23.7133
,242M, Num_Chunks:16,19.7800
,242M, Num_Chunks:16,22.0496
,242M, Num_Chunks:16,25.4921
,242M, Num_Chunks:16,15.4499
,242M, Num_Chunks:16,21.9353
,242M, Num_Chunks:16,19.4168
,242M, Num_Chunks:16,13.2929
,243M, Num_Chunks:16,16.7336
,243M, Num_Chunks:16,20.0604
,243M, Num_Chunks:16,18.3116
,243M, Num_Chunks:16,17.3751
,243M, Num_Chunks:16,17.0553
,243M, Num_Chunks:16,18.7317
,243M, Num_Chunks:16,15.5752
,243M, Num_Chunks:16,15.7426
,243M, Num_Chunks:16,15.6452
,243M, Num_Chunks:16,22.8142
,244M, Num_Chunks:16,21.6322
,244M, Num_Chunks:16,24.9755
,244M, Num_Chunks:16,13.8392
,244M, Num_Chunks:16,18.2555
,244M, Num_Chunks:16,19.9083
,244M, Num_Chunks:16,17.1899
,244M, Num_Chunks:16,21.3131
,244M, Num_Chunks:16,13.8864
,244M, Num_Chunks:16,17.7048
,244M, Num_Chunks:16,20.3351
,245M, Num_Chunks:16,19.5872
,245M, Num_Chunks:16,22.6795
,245M, Num_Chunks:16,19.0747
,245M, Num_Chunks:16,14.4383
,245M, Num_Chunks:16,29.3133
,245M, Num_Chunks:16,23.4669
,245M, Num_Chunks:16,19.9437
,245M, Num_Chunks:16,15.2101
,245M, Num_Chunks:16,14.2192
,245M, Num_Chunks:16,17.9560
,246M, Num_Chunks:16,21.6370
,246M, Num_Chunks:16,23.6999
