Iteration,FileSize,Delay
1,32G,,66.42323732376099
2,32G,,84.41663837432861
3,32G,,74.83031344413757
4,32G,,75.97119402885437
5,32G,,73.13339424133301
6,32G,,75.54788970947266
7,32G,,72.18850827217102
8,32G,,77.74551510810852
9,32G,,77.00348544120789
10,32G,,76.07843613624573
