Iteration,FileSize,Delay
1,64G,,141.21874356269836
2,64G,,151.40970611572266
3,64G,,152.89624905586243
4,64G,,146.2408323287964
5,64G,,153.58557605743408
6,64G,,149.4395911693573
7,64G,,149.78262758255005
8,64G,,159.9560146331787
9,64G,,151.4065854549408
10,64G,,154.48848867416382
