Iteration,FileSize,Delay
1,32G,,66.68749952316284
2,32G,,80.0262041091919
3,32G,,75.34180903434753
4,32G,,70.71538138389587
5,32G,,75.14564251899719
6,32G,,77.61982226371765
7,32G,,72.41634321212769
8,32G,,74.70450115203857
9,32G,,75.27138161659241
10,32G,,72.41102170944214
