Iteration,FileSize,Delay
1,64G,,144.47693705558777
2,64G,,186.14501070976257
3,64G,,190.26483798027039
4,64G,,180.46984195709229
5,64G,,200.10595107078552
6,64G,,196.1482527256012
7,64G,,184.65954899787903
8,64G,,167.3614981174469
9,64G,,159.47973084449768
10,64G,,170.43316221237183
