Iteration,FileSize,Delay
1,64G,,171.35097360610962
2,64G,,175.8252193927765
3,64G,,183.57407927513123
4,64G,,206.47952675819397
5,64G,,194.48703002929688
6,64G,,159.02268314361572
7,64G,,165.55156755447388
8,64G,,166.04429006576538
9,64G,,158.3436906337738
10,64G,,159.11494374275208
